00:00:37	 Tµi kho∂n: asdasd	 Nh©n vÀt: Nguy™nŸMinh	 DWORD ID: -551398027	 C p: 128	 IP: 14.252.53.147 : 54953	 Xu: 505	 TÊng ti“n vπn: 74842
00:39:47	 Tµi kho∂n: zukim123	 Nh©n vÀt: ZuKim77	 DWORD ID: -2058045821	 C p: 122	 IP: 222.253.25.202 : 52087	 Xu: 344	 TÊng ti“n vπn: 561109
00:42:09	 Tµi kho∂n: conghung	 Nh©n vÀt: Microsoft	 DWORD ID: -1138801829	 C p: 125	 IP: 171.235.44.3 : 50750	 Xu: 1770	 TÊng ti“n vπn: 28205
00:51:09	 Tµi kho∂n: shockuyou1	 Nh©n vÀt: zZzBaByKillzZz	 DWORD ID: -35134865	 C p: 120	 IP: 116.106.180.131 : 58087	 Xu: 0	 TÊng ti“n vπn: 0
00:51:18	 Tµi kho∂n: shockuyou	 Nh©n vÀt: zzzCOPCONBABYz	 DWORD ID: 729653759	 C p: 120	 IP: 116.106.180.131 : 58089	 Xu: 0	 TÊng ti“n vπn: 0
00:51:22	 Tµi kho∂n: kimphat19	 Nh©n vÀt: KimPhat	 DWORD ID: -928102982	 C p: 1	 IP: 113.178.104.70 : 53936	 Xu: 0	 TÊng ti“n vπn: 0
00:56:18	 Tµi kho∂n: saysaysaysay	 Nh©n vÀt: KhoaSayy	 DWORD ID: 1027450743	 C p: 123	 IP: 115.72.6.228 : 59052	 Xu: 15	 TÊng ti“n vπn: 9592
00:57:08	 Tµi kho∂n: saysaysaysay	 Nh©n vÀt: KhoaSayy	 DWORD ID: 1027450743	 C p: 123	 IP: 115.72.6.228 : 59058	 Xu: 15	 TÊng ti“n vπn: 503725
00:57:48	 Tµi kho∂n: saysaysay	 Nh©n vÀt: khoaSayy	 DWORD ID: 973724327	 C p: 123	 IP: 115.72.6.228 : 59069	 Xu: 15	 TÊng ti“n vπn: 6197
00:57:51	 Tµi kho∂n: saysay	 Nh©n vÀt: khoaSay	 DWORD ID: 1524176945	 C p: 130	 IP: 115.72.6.228 : 59071	 Xu: 85	 TÊng ti“n vπn: 9198
01:14:17	 Tµi kho∂n: hoangpo004	 Nh©n vÀt: SaThuBor	 DWORD ID: -1618249461	 C p: 120	 IP: 113.185.72.22 : 46421	 Xu: 0	 TÊng ti“n vπn: 476193
01:33:17	 Tµi kho∂n: conghung	 Nh©n vÀt: HoangDung	 DWORD ID: 628501110	 C p: 122	 IP: 171.235.44.3 : 63426	 Xu: 1775	 TÊng ti“n vπn: 46570
01:33:34	 Tµi kho∂n: conghung	 Nh©n vÀt: HoangDung	 DWORD ID: 628501110	 C p: 122	 IP: 171.235.44.3 : 63428	 Xu: 1775	 TÊng ti“n vπn: 46570
01:33:47	 Tµi kho∂n: conghung	 Nh©n vÀt: Microsoft	 DWORD ID: -1138801829	 C p: 125	 IP: 171.235.44.3 : 63430	 Xu: 1775	 TÊng ti“n vπn: 30396
01:36:30	 Tµi kho∂n: conghung2	 Nh©n vÀt: CLDaoF	 DWORD ID: -949640979	 C p: 120	 IP: 171.235.44.3 : 63441	 Xu: 0	 TÊng ti“n vπn: 1200
01:49:06	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 133	 IP: 222.252.237.81 : 55357	 Xu: 41	 TÊng ti“n vπn: 67215
01:50:22	 Tµi kho∂n: hoangpo003	 Nh©n vÀt: SanBossNe	 DWORD ID: 1507121802	 C p: 120	 IP: 113.185.72.22 : 62371	 Xu: 60	 TÊng ti“n vπn: 198568
01:50:43	 Tµi kho∂n: hoangpo002	 Nh©n vÀt: SanBosss	 DWORD ID: -1733554308	 C p: 121	 IP: 113.185.72.22 : 11961	 Xu: 0	 TÊng ti“n vπn: 633782
01:59:46	 Tµi kho∂n: conghung1	 Nh©n vÀt: QuanVu	 DWORD ID: -255570875	 C p: 127	 IP: 171.235.44.3 : 63527	 Xu: 30	 TÊng ti“n vπn: 116195
02:03:26	 Tµi kho∂n: conghung2	 Nh©n vÀt: CLDaoF	 DWORD ID: -949640979	 C p: 120	 IP: 171.235.44.3 : 63538	 Xu: 4	 TÊng ti“n vπn: 646791
02:25:00	 Tµi kho∂n: conghung1	 Nh©n vÀt: DMChien	 DWORD ID: 1381355700	 C p: 120	 IP: 171.235.44.3 : 63551	 Xu: 0	 TÊng ti“n vπn: 0
02:25:14	 Tµi kho∂n: conghung1	 Nh©n vÀt: BufSLM	 DWORD ID: -549267457	 C p: 120	 IP: 171.235.44.3 : 63553	 Xu: 0	 TÊng ti“n vπn: 91428
02:25:23	 Tµi kho∂n: conghung1	 Nh©n vÀt: QuanVu	 DWORD ID: -255570875	 C p: 127	 IP: 171.235.44.3 : 63555	 Xu: 0	 TÊng ti“n vπn: 116195
02:26:39	 Tµi kho∂n: conghung	 Nh©n vÀt: Microsoft	 DWORD ID: -1138801829	 C p: 126	 IP: 171.235.44.3 : 63557	 Xu: 1725	 TÊng ti“n vπn: 370600
02:31:27	 Tµi kho∂n: yennhi	 Nh©n vÀt: ßÍiPhongBa	 DWORD ID: -442724122	 C p: 137	 IP: 171.235.191.174 : 53883	 Xu: 85	 TÊng ti“n vπn: 411550
02:32:19	 Tµi kho∂n: trinhdinhquoc2	 Nh©n vÀt: LeeSin	 DWORD ID: -859832511	 C p: 131	 IP: 171.250.161.59 : 1053	 Xu: 1130	 TÊng ti“n vπn: 52645
02:32:48	 Tµi kho∂n: shockuyou1	 Nh©n vÀt: zZzBaByKillzZz	 DWORD ID: -35134865	 C p: 120	 IP: 116.106.180.131 : 59448	 Xu: 0	 TÊng ti“n vπn: 2799
02:35:25	 Tµi kho∂n: hoangpo00	 Nh©n vÀt: Mechilee	 DWORD ID: -645006225	 C p: 132	 IP: 113.185.72.22 : 40450	 Xu: 23	 TÊng ti“n vπn: 111111
02:39:44	 Tµi kho∂n: caykv3	 Nh©n vÀt: LπcŸM tŸEm	 DWORD ID: -42120794	 C p: 125	 IP: 222.255.113.183 : 59051	 Xu: 0	 TÊng ti“n vπn: 101714
02:40:46	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 126	 IP: 14.186.247.210 : 51250	 Xu: 34	 TÊng ti“n vπn: 0
02:42:01	 Tµi kho∂n: tkmoi3	 Nh©n vÀt: Kho∏iŸßao	 DWORD ID: 350685790	 C p: 120	 IP: 14.186.247.210 : 51257	 Xu: 0	 TÊng ti“n vπn: 22000
02:42:17	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 125	 IP: 14.186.247.210 : 51261	 Xu: 26	 TÊng ti“n vπn: 0
02:45:36	 Tµi kho∂n: tkmoi11	 Nh©n vÀt: DaŸTau	 DWORD ID: -1012230361	 C p: 120	 IP: 14.186.247.210 : 51276	 Xu: 0	 TÊng ti“n vπn: 180000
02:45:50	 Tµi kho∂n: tkmoi12	 Nh©n vÀt: Kh∏ngŸH·a	 DWORD ID: -2147030734	 C p: 122	 IP: 14.186.247.210 : 51280	 Xu: 19	 TÊng ti“n vπn: 0
02:46:50	 Tµi kho∂n: hangrong3	 Nh©n vÀt: sgfgddfgd	 DWORD ID: -214226000	 C p: 125	 IP: 222.255.113.183 : 59606	 Xu: 0	 TÊng ti“n vπn: 10196
02:47:04	 Tµi kho∂n: hangrong4	 Nh©n vÀt: NiŸCoŸLai	 DWORD ID: -1638399824	 C p: 125	 IP: 222.255.113.183 : 59609	 Xu: 49	 TÊng ti“n vπn: 0
02:47:52	 Tµi kho∂n: hoangpo2	 Nh©n vÀt: HoµngPﬂ2	 DWORD ID: 1084652053	 C p: 124	 IP: 113.185.72.22 : 56241	 Xu: 0	 TÊng ti“n vπn: 2200
02:52:07	 Tµi kho∂n: khuong55	 Nh©n vÀt: TŸhŸoŸr	 DWORD ID: -852156252	 C p: 127	 IP: 113.188.199.59 : 52205	 Xu: 80	 TÊng ti“n vπn: 0
02:54:28	 Tµi kho∂n: khuong99	 Nh©n vÀt: §ngŸ5ŸMÛi	 DWORD ID: -841258184	 C p: 1	 IP: 113.188.199.59 : 52209	 Xu: 0	 TÊng ti“n vπn: 0
02:57:59	 Tµi kho∂n: khuong55	 Nh©n vÀt: TŸhŸoŸr	 DWORD ID: -852156252	 C p: 127	 IP: 113.188.199.59 : 52214	 Xu: 80	 TÊng ti“n vπn: 600
03:06:28	 Tµi kho∂n: khuong77	 Nh©n vÀt: BŸaŸzŸo	 DWORD ID: 188179060	 C p: 126	 IP: 113.188.199.59 : 52219	 Xu: 33	 TÊng ti“n vπn: 30800
03:16:20	 Tµi kho∂n: tkmoi13	 Nh©n vÀt: LacŸTroi	 DWORD ID: 223271179	 C p: 121	 IP: 14.186.247.210 : 52002	 Xu: 28	 TÊng ti“n vπn: 0
03:19:44	 Tµi kho∂n: acc167	 Nh©n vÀt: Xo∏yTungV∏y	 DWORD ID: -1633035423	 C p: 1	 IP: 42.114.22.42 : 46124	 Xu: 0	 TÊng ti“n vπn: 0
03:22:07	 Tµi kho∂n: samkul3	 Nh©n vÀt: WTFMEN	 DWORD ID: -486641707	 C p: 126	 IP: 115.76.54.208 : 27241	 Xu: 5	 TÊng ti“n vπn: 74895
03:28:08	 Tµi kho∂n: weoweo90	 Nh©n vÀt: L˝ŸB◊nhŸNhi	 DWORD ID: -396105229	 C p: 123	 IP: 42.114.22.42 : 24644	 Xu: 443	 TÊng ti“n vπn: 2772
03:28:21	 Tµi kho∂n: tkmoi4	 Nh©n vÀt: LinhŸNhi	 DWORD ID: -2046014288	 C p: 125	 IP: 14.186.247.210 : 52312	 Xu: 31	 TÊng ti“n vπn: 0
03:36:14	 Tµi kho∂n: acc168	 Nh©n vÀt: L≠ŸTrungŸH·a	 DWORD ID: -2040162309	 C p: 1	 IP: 42.114.22.42 : 48821	 Xu: 0	 TÊng ti“n vπn: 0
03:43:44	 Tµi kho∂n: hangrong1	 Nh©n vÀt: TatŸCaŸ2v	 DWORD ID: 1062525045	 C p: 120	 IP: 14.186.247.210 : 52641	 Xu: 0	 TÊng ti“n vπn: 401000
03:44:12	 Tµi kho∂n: caykv1	 Nh©n vÀt: XeŸ´mŸ1	 DWORD ID: -1588352151	 C p: 121	 IP: 14.186.247.210 : 52644	 Xu: 0	 TÊng ti“n vπn: 0
03:45:38	 Tµi kho∂n: caykv2	 Nh©n vÀt: XeŸ´mŸ2	 DWORD ID: -1588352286	 C p: 121	 IP: 14.186.247.210 : 52652	 Xu: 0	 TÊng ti“n vπn: 399
03:47:07	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 126	 IP: 14.186.247.210 : 52661	 Xu: 34	 TÊng ti“n vπn: 0
03:47:33	 Tµi kho∂n: tkmoi3	 Nh©n vÀt: Kho∏iŸßao	 DWORD ID: 350685790	 C p: 120	 IP: 14.186.247.210 : 52665	 Xu: 0	 TÊng ti“n vπn: 41999
03:47:44	 Tµi kho∂n: tkmoi5	 Nh©n vÀt: LongŸNhi	 DWORD ID: 2101073080	 C p: 120	 IP: 14.186.247.210 : 52668	 Xu: 0	 TÊng ti“n vπn: 100000
03:48:35	 Tµi kho∂n: tkmoi4	 Nh©n vÀt: LinhŸNhi	 DWORD ID: -2046014288	 C p: 125	 IP: 14.186.247.210 : 52681	 Xu: 31	 TÊng ti“n vπn: 1358524
03:48:41	 Tµi kho∂n: khuong77	 Nh©n vÀt: TŸiŸnŸVŸo	 DWORD ID: 1710547611	 C p: 120	 IP: 113.188.199.59 : 52259	 Xu: 53	 TÊng ti“n vπn: 200
03:50:07	 Tµi kho∂n: khuong77	 Nh©n vÀt: bossss	 DWORD ID: -291960927	 C p: 1	 IP: 113.188.199.59 : 52262	 Xu: 53	 TÊng ti“n vπn: 0
03:50:09	 Tµi kho∂n: caykv1	 Nh©n vÀt: XeŸ´mŸ1	 DWORD ID: -1588352151	 C p: 121	 IP: 14.186.247.210 : 52691	 Xu: 0	 TÊng ti“n vπn: 0
03:51:15	 Tµi kho∂n: acc168	 Nh©n vÀt: ßπiŸH∂iŸThÒy	 DWORD ID: -94840563	 C p: 1	 IP: 42.114.22.42 : 35061	 Xu: 0	 TÊng ti“n vπn: 0
03:54:56	 Tµi kho∂n: khuong77	 Nh©n vÀt: bossss	 DWORD ID: -291960927	 C p: 125	 IP: 113.188.199.59 : 52266	 Xu: 53	 TÊng ti“n vπn: 1000
03:55:41	 Tµi kho∂n: acc168	 Nh©n vÀt: ßπiŸL©mŸMÈc	 DWORD ID: -202794372	 C p: 1	 IP: 42.114.22.42 : 11141	 Xu: 0	 TÊng ti“n vπn: 0
03:57:05	 Tµi kho∂n: baolaodao	 Nh©n vÀt: asdjgasdas	 DWORD ID: -1156162593	 C p: 1	 IP: 14.186.209.207 : 60980	 Xu: 0	 TÊng ti“n vπn: 0
03:59:37	 Tµi kho∂n: khuong66	 Nh©n vÀt: TamŸNuong	 DWORD ID: 948982072	 C p: 126	 IP: 113.188.199.59 : 52272	 Xu: 36	 TÊng ti“n vπn: 16200
04:03:01	 Tµi kho∂n: nguyenson12	 Nh©n vÀt: nguyenson12	 DWORD ID: 89444374	 C p: 128	 IP: 42.117.58.145 : 53952	 Xu: 10	 TÊng ti“n vπn: 256407
04:03:03	 Tµi kho∂n: nguyenson11	 Nh©n vÀt: nguyenson11	 DWORD ID: 89444689	 C p: 129	 IP: 42.117.58.145 : 53956	 Xu: 5	 TÊng ti“n vπn: 324600
04:03:06	 Tµi kho∂n: nguyenson13	 Nh©n vÀt: nguyenson13	 DWORD ID: 89445323	 C p: 129	 IP: 42.117.58.145 : 63952	 Xu: 188	 TÊng ti“n vπn: 113245
04:10:34	 Tµi kho∂n: baolaodao	 Nh©n vÀt: asdjgasdas	 DWORD ID: -1156162593	 C p: 125	 IP: 103.199.56.116 : 7133	 Xu: 0	 TÊng ti“n vπn: 1000
04:12:11	 Tµi kho∂n: baolaodao1	 Nh©n vÀt: asdasdas	 DWORD ID: -1280486436	 C p: 1	 IP: 103.199.56.116 : 30680	 Xu: 0	 TÊng ti“n vπn: 0
04:12:38	 Tµi kho∂n: baolaodao1	 Nh©n vÀt: aaaaaasda	 DWORD ID: -1574134478	 C p: 1	 IP: 103.199.56.116 : 23611	 Xu: 0	 TÊng ti“n vπn: 0
04:13:23	 Tµi kho∂n: baolaodao1	 Nh©n vÀt: TieuïLong	 DWORD ID: 1396238797	 C p: 1	 IP: 103.199.56.116 : 24096	 Xu: 0	 TÊng ti“n vπn: 0
04:14:11	 Tµi kho∂n: khuong77	 Nh©n vÀt: TŸiŸnŸVŸo	 DWORD ID: 1710547611	 C p: 120	 IP: 113.188.199.59 : 52280	 Xu: 63	 TÊng ti“n vπn: 94604
04:15:40	 Tµi kho∂n: baolaodao2	 Nh©n vÀt: LongùN	 DWORD ID: -825882676	 C p: 1	 IP: 103.199.56.116 : 25260	 Xu: 0	 TÊng ti“n vπn: 0
04:16:20	 Tµi kho∂n: khuong55	 Nh©n vÀt: KŸiŸiŸn	 DWORD ID: 685145423	 C p: 120	 IP: 113.188.199.59 : 52300	 Xu: 100	 TÊng ti“n vπn: 1000
04:16:36	 Tµi kho∂n: khuong55	 Nh©n vÀt: KimŸTiŸTi	 DWORD ID: -1240449565	 C p: 120	 IP: 113.188.199.59 : 52302	 Xu: 100	 TÊng ti“n vπn: 1000
04:16:57	 Tµi kho∂n: khuong55	 Nh©n vÀt: TŸhŸoŸr	 DWORD ID: -852156252	 C p: 127	 IP: 113.188.199.59 : 52304	 Xu: 100	 TÊng ti“n vπn: 0
04:18:41	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 125	 IP: 14.186.247.210 : 53329	 Xu: 49	 TÊng ti“n vπn: 28025
04:19:16	 Tµi kho∂n: khuong77	 Nh©n vÀt: bossss	 DWORD ID: -291960927	 C p: 125	 IP: 113.188.199.59 : 52310	 Xu: 63	 TÊng ti“n vπn: 137415
04:22:27	 Tµi kho∂n: tkmoi7	 Nh©n vÀt: CayTienVan1	 DWORD ID: -1981110013	 C p: 121	 IP: 14.186.247.210 : 53347	 Xu: 40	 TÊng ti“n vπn: 80000
04:24:10	 Tµi kho∂n: caykv2	 Nh©n vÀt: XeŸ´mŸ2	 DWORD ID: -1588352286	 C p: 121	 IP: 14.186.247.210 : 53610	 Xu: 0	 TÊng ti“n vπn: 0
04:24:38	 Tµi kho∂n: tkmoi9	 Nh©n vÀt: DaTauŸ2v	 DWORD ID: 558804307	 C p: 120	 IP: 14.186.247.210 : 53614	 Xu: 0	 TÊng ti“n vπn: 180000
04:26:17	 Tµi kho∂n: tkmoi10	 Nh©n vÀt: D∑ŸT»u	 DWORD ID: -61488338	 C p: 120	 IP: 14.186.247.210 : 53623	 Xu: 0	 TÊng ti“n vπn: 540000
04:28:23	 Tµi kho∂n: tkmoi11	 Nh©n vÀt: DaŸTau	 DWORD ID: -1012230361	 C p: 120	 IP: 14.186.247.210 : 53634	 Xu: 0	 TÊng ti“n vπn: 180000
04:28:50	 Tµi kho∂n: tuladao	 Nh©n vÀt: NarŸNg∏o	 DWORD ID: 227581698	 C p: 134	 IP: 171.245.167.230 : 49232	 Xu: 153	 TÊng ti“n vπn: 200000
04:29:44	 Tµi kho∂n: tkmoi12	 Nh©n vÀt: Kh∏ngŸH·a	 DWORD ID: -2147030734	 C p: 122	 IP: 14.186.247.210 : 53641	 Xu: 41	 TÊng ti“n vπn: 30054
04:29:56	 Tµi kho∂n: khuong77	 Nh©n vÀt: BŸaŸzŸo	 DWORD ID: 188179060	 C p: 126	 IP: 113.188.199.59 : 52322	 Xu: 75	 TÊng ti“n vπn: 68540
04:30:02	 Tµi kho∂n: hangrong1	 Nh©n vÀt: TatŸCaŸ2v	 DWORD ID: 1062525045	 C p: 120	 IP: 14.186.247.210 : 53646	 Xu: 0	 TÊng ti“n vπn: 40000
04:31:54	 Tµi kho∂n: hangrong2	 Nh©n vÀt: aczxcvdfz	 DWORD ID: -1692111517	 C p: 120	 IP: 14.186.247.210 : 53656	 Xu: 0	 TÊng ti“n vπn: 80000
04:33:39	 Tµi kho∂n: tkmoi3	 Nh©n vÀt: Kho∏iŸßao	 DWORD ID: 350685790	 C p: 120	 IP: 14.186.247.210 : 53667	 Xu: 0	 TÊng ti“n vπn: 41999
04:34:44	 Tµi kho∂n: tkmoi5	 Nh©n vÀt: LongŸNhi	 DWORD ID: 2101073080	 C p: 120	 IP: 14.186.247.210 : 53672	 Xu: 0	 TÊng ti“n vπn: 100000
04:36:18	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 126	 IP: 14.186.247.210 : 53681	 Xu: 34	 TÊng ti“n vπn: 0
04:36:50	 Tµi kho∂n: caykv1	 Nh©n vÀt: XeŸ´mŸ1	 DWORD ID: -1588352151	 C p: 121	 IP: 14.186.247.210 : 53685	 Xu: 0	 TÊng ti“n vπn: 2398
04:37:19	 Tµi kho∂n: tuladao2	 Nh©n vÀt: ŸTamŸTπng	 DWORD ID: 1400885355	 C p: 120	 IP: 171.245.167.230 : 49288	 Xu: 20	 TÊng ti“n vπn: 40000
04:37:49	 Tµi kho∂n: tuladao2	 Nh©n vÀt: Mπizozzz	 DWORD ID: -1358339018	 C p: 128	 IP: 171.245.167.230 : 49292	 Xu: 20	 TÊng ti“n vπn: 117374
04:38:30	 Tµi kho∂n: samkul	 Nh©n vÀt: ïƒï64ÖHi’uÖBen	 DWORD ID: -1189616363	 C p: 144	 IP: 115.76.54.208 : 18408	 Xu: 7533	 TÊng ti“n vπn: 321219
04:42:09	 Tµi kho∂n: trinhdinhquoc2	 Nh©n vÀt: LeeSin	 DWORD ID: -859832511	 C p: 131	 IP: 171.250.161.59 : 23147	 Xu: 1010	 TÊng ti“n vπn: 3658
04:46:04	 Tµi kho∂n: bibabibo01	 Nh©n vÀt: DeNhiMong	 DWORD ID: 1847609421	 C p: 125	 IP: 113.23.110.5 : 64197	 Xu: 51	 TÊng ti“n vπn: 2400
04:46:33	 Tµi kho∂n: bibabibo00	 Nh©n vÀt: ChuHaiVT	 DWORD ID: 1096389470	 C p: 124	 IP: 113.23.110.5 : 12016	 Xu: 27	 TÊng ti“n vπn: 5398
04:46:57	 Tµi kho∂n: bibabibo02	 Nh©n vÀt: HoangKiemNhat	 DWORD ID: -1796812606	 C p: 124	 IP: 113.23.110.5 : 50016	 Xu: 11	 TÊng ti“n vπn: 7992
04:54:45	 Tµi kho∂n: hung078	 Nh©n vÀt: ƒŸLongŸßπiŸß’@1	 DWORD ID: -345761536	 C p: 136	 IP: 113.178.254.58 : 50670	 Xu: 4340	 TÊng ti“n vπn: 71071
04:55:27	 Tµi kho∂n: hung7641191	 Nh©n vÀt: GM0001	 DWORD ID: -929240838	 C p: 125	 IP: 113.178.254.58 : 50679	 Xu: 4950	 TÊng ti“n vπn: 1000007
04:56:17	 Tµi kho∂n: hung0782	 Nh©n vÀt: ChﬁchDπo∞S≠Ka	 DWORD ID: -751753077	 C p: 136	 IP: 113.178.254.58 : 50681	 Xu: 12050	 TÊng ti“n vπn: 986521
05:05:19	 Tµi kho∂n: hung078	 Nh©n vÀt: ùTuy’tùÖùNhi	 DWORD ID: 1450097804	 C p: 1	 IP: 113.178.254.58 : 50694	 Xu: 4340	 TÊng ti“n vπn: 0
05:26:17	 Tµi kho∂n: minhtien555	 Nh©n vÀt: XaKuTaRa	 DWORD ID: 314271514	 C p: 125	 IP: 113.176.95.35 : 59516	 Xu: 38	 TÊng ti“n vπn: 15293
05:33:30	 Tµi kho∂n: hung0783	 Nh©n vÀt: TrumŸBuff	 DWORD ID: 237559875	 C p: 120	 IP: 113.178.254.58 : 50709	 Xu: 0	 TÊng ti“n vπn: 111111
05:34:40	 Tµi kho∂n: banhang	 Nh©n vÀt: DTŸTrÔm	 DWORD ID: 2100735366	 C p: 120	 IP: 171.245.167.230 : 49574	 Xu: 0	 TÊng ti“n vπn: 90000
05:35:01	 Tµi kho∂n: hung0781	 Nh©n vÀt: TrÔmŸBoss	 DWORD ID: -1770847454	 C p: 125	 IP: 113.178.254.58 : 50712	 Xu: 198980	 TÊng ti“n vπn: 412501
05:35:28	 Tµi kho∂n: hung7641191	 Nh©n vÀt: GM0001	 DWORD ID: -929240838	 C p: 125	 IP: 113.178.254.58 : 50714	 Xu: 4950	 TÊng ti“n vπn: 0
05:35:45	 Tµi kho∂n: mrdjnhquy3	 Nh©n vÀt: InterŸPOLLŸ1st	 DWORD ID: 1019400302	 C p: 127	 IP: 113.185.40.78 : 36353	 Xu: 85	 TÊng ti“n vπn: 124437
05:35:46	 Tµi kho∂n: banhang1	 Nh©n vÀt: TDŸBom	 DWORD ID: -5876801	 C p: 120	 IP: 171.245.167.230 : 49580	 Xu: 0	 TÊng ti“n vπn: 150000
05:36:45	 Tµi kho∂n: mrdjnhquy	 Nh©n vÀt: MrŸTu nŸZero	 DWORD ID: -241715661	 C p: 1	 IP: 113.185.40.78 : 25936	 Xu: 12	 TÊng ti“n vπn: 0
05:40:45	 Tµi kho∂n: mrdjnhquy	 Nh©n vÀt: MrŸTu nŸZero	 DWORD ID: -241715661	 C p: 125	 IP: 113.185.40.78 : 46795	 Xu: 12	 TÊng ti“n vπn: 1000
05:41:30	 Tµi kho∂n: hung078	 Nh©n vÀt: ùTuy’tùÖùNhi	 DWORD ID: 1450097804	 C p: 140	 IP: 113.178.254.58 : 50718	 Xu: 16090	 TÊng ti“n vπn: 20646946
05:42:07	 Tµi kho∂n: hung0781	 Nh©n vÀt: TrÔmŸBoss	 DWORD ID: -1770847454	 C p: 125	 IP: 113.178.254.58 : 50720	 Xu: 198980	 TÊng ti“n vπn: 412501
05:42:17	 Tµi kho∂n: tuladao3	 Nh©n vÀt: dsadasda	 DWORD ID: 1622250075	 C p: 130	 IP: 171.245.167.230 : 49611	 Xu: 77	 TÊng ti“n vπn: 67798
05:42:29	 Tµi kho∂n: shockuyou	 Nh©n vÀt: zzzCOPCONBABYz	 DWORD ID: 729653759	 C p: 120	 IP: 116.106.180.131 : 49210	 Xu: 0	 TÊng ti“n vπn: 0
