00:00:47	 Tµi kho∂n: 931994	 Nh©n vÀt: Caytien01	 DWORD ID: 518203458	 C p: 131	 IP: 1.53.84.204 : 60422	 Xu: 0	 TÊng ti“n vπn: 0
00:31:34	 Tµi kho∂n: trungtruc	 Nh©n vÀt: Th«nŸS–t	 DWORD ID: 1654724532	 C p: 142	 IP: 115.77.33.190 : 59868	 Xu: 80	 TÊng ti“n vπn: 591884
00:31:45	 Tµi kho∂n: truc1992	 Nh©n vÀt: =_Maria_=	 DWORD ID: 1900649518	 C p: 125	 IP: 123.23.76.163 : 56349	 Xu: 20	 TÊng ti“n vπn: 33879
00:31:57	 Tµi kho∂n: danhtran15	 Nh©n vÀt: Hahaha123	 DWORD ID: 1668152986	 C p: 126	 IP: 116.98.87.179 : 50774	 Xu: 0	 TÊng ti“n vπn: 4397
00:33:22	 Tµi kho∂n: trungtruc4	 Nh©n vÀt: Th«nŸßÈc	 DWORD ID: 1658272659	 C p: 130	 IP: 14.171.140.78 : 58776	 Xu: 33	 TÊng ti“n vπn: 1655
00:37:17	 Tµi kho∂n: 813461	 Nh©n vÀt: xxDxtttt	 DWORD ID: 1678665215	 C p: 144	 IP: 1.53.84.204 : 60104	 Xu: 812	 TÊng ti“n vπn: 704966
00:38:54	 Tµi kho∂n: leanhdung3003	 Nh©n vÀt: LeoNesa	 DWORD ID: -1541172349	 C p: 131	 IP: 14.171.140.78 : 58791	 Xu: 75	 TÊng ti“n vπn: 1240497
00:40:49	 Tµi kho∂n: khuong88	 Nh©n vÀt: Luyenthuytinh	 DWORD ID: -548655180	 C p: 125	 IP: 113.188.199.59 : 49561	 Xu: 5	 TÊng ti“n vπn: 28588
00:40:57	 Tµi kho∂n: khuong88	 Nh©n vÀt: T¯ŸC´ŸN≠¨ng	 DWORD ID: 1481368813	 C p: 120	 IP: 113.188.199.59 : 49563	 Xu: 5	 TÊng ti“n vπn: 0
00:42:15	 Tµi kho∂n: khuong66	 Nh©n vÀt: TamŸNuong	 DWORD ID: 948982072	 C p: 128	 IP: 113.188.199.59 : 49565	 Xu: 18	 TÊng ti“n vπn: 110081
00:50:07	 Tµi kho∂n: zukim123	 Nh©n vÀt: ZuKim77	 DWORD ID: -2058045821	 C p: 125	 IP: 222.253.25.202 : 53805	 Xu: 362	 TÊng ti“n vπn: 348317
00:52:24	 Tµi kho∂n: zukim123	 Nh©n vÀt: ZuKim77	 DWORD ID: -2058045821	 C p: 125	 IP: 222.253.25.202 : 53861	 Xu: 362	 TÊng ti“n vπn: 348317
00:53:49	 Tµi kho∂n: khuong77	 Nh©n vÀt: TŸiŸnŸVŸo	 DWORD ID: 1710547611	 C p: 120	 IP: 113.188.199.59 : 49570	 Xu: 73	 TÊng ti“n vπn: 74604
00:54:01	 Tµi kho∂n: khuong77	 Nh©n vÀt: bossss	 DWORD ID: -291960927	 C p: 125	 IP: 113.188.199.59 : 49572	 Xu: 73	 TÊng ti“n vπn: 60000
00:54:28	 Tµi kho∂n: khuong55	 Nh©n vÀt: KimŸTiŸTi	 DWORD ID: -1240449565	 C p: 120	 IP: 113.188.199.59 : 49574	 Xu: 1	 TÊng ti“n vπn: 0
00:54:54	 Tµi kho∂n: khuong55	 Nh©n vÀt: KŸiŸiŸn	 DWORD ID: 685145423	 C p: 120	 IP: 113.188.199.59 : 49576	 Xu: 1	 TÊng ti“n vπn: 40000
00:57:02	 Tµi kho∂n: khuong77	 Nh©n vÀt: bossss	 DWORD ID: -291960927	 C p: 125	 IP: 113.188.199.59 : 49578	 Xu: 73	 TÊng ti“n vπn: 60000
01:00:51	 Tµi kho∂n: herolintv	 Nh©n vÀt: AnhŸPhﬂ_	 DWORD ID: -917024099	 C p: 142	 IP: 27.69.210.233 : 60933	 Xu: 8535	 TÊng ti“n vπn: 201661
01:02:02	 Tµi kho∂n: mrdevil89	 Nh©n vÀt: ThieuLamDao	 DWORD ID: -127158242	 C p: 125	 IP: 14.162.137.33 : 58439	 Xu: 12	 TÊng ti“n vπn: 84207
01:03:17	 Tµi kho∂n: khuong77	 Nh©n vÀt: BŸaŸzŸo	 DWORD ID: 188179060	 C p: 127	 IP: 113.188.199.59 : 49583	 Xu: 74	 TÊng ti“n vπn: 629092
01:04:54	 Tµi kho∂n: tkmoi4	 Nh©n vÀt: LinhŸNhi	 DWORD ID: -2046014288	 C p: 125	 IP: 14.186.247.210 : 52598	 Xu: 87	 TÊng ti“n vπn: 80000
01:05:28	 Tµi kho∂n: tkmoi13	 Nh©n vÀt: LacŸTroi	 DWORD ID: 223271179	 C p: 122	 IP: 14.186.247.210 : 52605	 Xu: 93	 TÊng ti“n vπn: 120651
01:11:29	 Tµi kho∂n: khuong66	 Nh©n vÀt: TamŸNuong	 DWORD ID: 948982072	 C p: 128	 IP: 113.188.199.59 : 49589	 Xu: 18	 TÊng ti“n vπn: 110081
01:12:42	 Tµi kho∂n: khuong88	 Nh©n vÀt: Luyenthuytinh	 DWORD ID: -548655180	 C p: 125	 IP: 113.188.199.59 : 49593	 Xu: 5	 TÊng ti“n vπn: 28588
01:20:07	 Tµi kho∂n: khuongtt1	 Nh©n vÀt: SANTT1	 DWORD ID: -60197028	 C p: 125	 IP: 113.188.199.59 : 49599	 Xu: 0	 TÊng ti“n vπn: 1000
01:20:15	 Tµi kho∂n: khuong77	 Nh©n vÀt: BŸaŸzŸo	 DWORD ID: 188179060	 C p: 127	 IP: 113.188.199.59 : 49601	 Xu: 75	 TÊng ti“n vπn: 656150
01:20:33	 Tµi kho∂n: tkmoi3	 Nh©n vÀt: Kho∏iŸßao	 DWORD ID: 350685790	 C p: 120	 IP: 14.186.247.210 : 52927	 Xu: 0	 TÊng ti“n vπn: 80000
01:20:47	 Tµi kho∂n: khuong77	 Nh©n vÀt: bossss	 DWORD ID: -291960927	 C p: 125	 IP: 113.188.199.59 : 49603	 Xu: 75	 TÊng ti“n vπn: 98778
01:21:37	 Tµi kho∂n: tkmoi5	 Nh©n vÀt: LongŸNhi	 DWORD ID: 2101073080	 C p: 120	 IP: 14.186.247.210 : 52933	 Xu: 0	 TÊng ti“n vπn: 160000
01:23:22	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 125	 IP: 14.186.247.210 : 52941	 Xu: 49	 TÊng ti“n vπn: 140000
01:25:00	 Tµi kho∂n: mrdevil891	 Nh©n vÀt: thieulamabc	 DWORD ID: -450718302	 C p: 1	 IP: 14.162.137.33 : 51973	 Xu: 0	 TÊng ti“n vπn: 0
01:25:14	 Tµi kho∂n: tkmoi7	 Nh©n vÀt: CayTienVan1	 DWORD ID: -1981110013	 C p: 123	 IP: 14.186.247.210 : 52951	 Xu: 1	 TÊng ti“n vπn: 114000
01:25:51	 Tµi kho∂n: tkmoi12	 Nh©n vÀt: Kh∏ngŸH·a	 DWORD ID: -2147030734	 C p: 122	 IP: 14.186.247.210 : 52956	 Xu: 8	 TÊng ti“n vπn: 0
01:26:50	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 124	 IP: 14.186.247.210 : 53094	 Xu: 7	 TÊng ti“n vπn: 0
01:27:00	 Tµi kho∂n: tkmoi9	 Nh©n vÀt: DaTauŸ2v	 DWORD ID: 558804307	 C p: 120	 IP: 14.186.247.210 : 53165	 Xu: 0	 TÊng ti“n vπn: 400000
01:29:02	 Tµi kho∂n: tkmoi10	 Nh©n vÀt: D∑ŸT»u	 DWORD ID: -61488338	 C p: 120	 IP: 14.186.247.210 : 53232	 Xu: 0	 TÊng ti“n vπn: 240000
01:30:46	 Tµi kho∂n: nhoctiger2	 Nh©n vÀt: o0ŸGµŸTreŸ0o	 DWORD ID: -994120711	 C p: 131	 IP: 14.186.247.210 : 53243	 Xu: 0	 TÊng ti“n vπn: 809
01:35:01	 Tµi kho∂n: caykv3	 Nh©n vÀt: LπcŸM tŸEm	 DWORD ID: -42120794	 C p: 130	 IP: 14.186.247.210 : 53264	 Xu: 0	 TÊng ti“n vπn: 1397
01:40:20	 Tµi kho∂n: khuong77	 Nh©n vÀt: BŸaŸzŸo	 DWORD ID: 188179060	 C p: 127	 IP: 113.188.199.59 : 49611	 Xu: 80	 TÊng ti“n vπn: 656150
01:40:55	 Tµi kho∂n: khuong55	 Nh©n vÀt: KimŸTiŸTi	 DWORD ID: -1240449565	 C p: 120	 IP: 113.188.199.59 : 49614	 Xu: 1	 TÊng ti“n vπn: 0
01:44:00	 Tµi kho∂n: leanhdung3003	 Nh©n vÀt: LeoNesa	 DWORD ID: -1541172349	 C p: 131	 IP: 14.171.140.78 : 58979	 Xu: 87	 TÊng ti“n vπn: 537937
01:45:35	 Tµi kho∂n: truongtien1993	 Nh©n vÀt: ForeverAlone	 DWORD ID: -200511561	 C p: 132	 IP: 171.252.153.103 : 59260	 Xu: 9	 TÊng ti“n vπn: 0
01:47:12	 Tµi kho∂n: truongtien1993	 Nh©n vÀt: ForeverAlone	 DWORD ID: -200511561	 C p: 132	 IP: 171.252.153.103 : 15266	 Xu: 9	 TÊng ti“n vπn: 365588
01:48:49	 Tµi kho∂n: truongtien1991	 Nh©n vÀt: ForeverAlone@	 DWORD ID: 611820740	 C p: 136	 IP: 171.252.153.103 : 40941	 Xu: 0	 TÊng ti“n vπn: 847872
01:48:55	 Tµi kho∂n: truongtien1992	 Nh©n vÀt: Forever@1	 DWORD ID: 1169202199	 C p: 134	 IP: 171.252.153.103 : 30444	 Xu: 5	 TÊng ti“n vπn: 39969
01:54:10	 Tµi kho∂n: khuong55	 Nh©n vÀt: TŸhŸoŸr	 DWORD ID: -852156252	 C p: 128	 IP: 113.188.199.59 : 49619	 Xu: 1	 TÊng ti“n vπn: 37936
02:06:50	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 138	 IP: 14.171.140.78 : 59029	 Xu: 98	 TÊng ti“n vπn: 426147
02:14:09	 Tµi kho∂n: trungtruc3	 Nh©n vÀt: Si™uŸChuËi	 DWORD ID: 33899527	 C p: 125	 IP: 14.171.140.78 : 59038	 Xu: 10	 TÊng ti“n vπn: 100000
02:15:37	 Tµi kho∂n: leanhdung3002	 Nh©n vÀt: FireDragon	 DWORD ID: -2015974453	 C p: 126	 IP: 14.171.140.78 : 59041	 Xu: 57	 TÊng ti“n vπn: 160000
02:17:18	 Tµi kho∂n: leanhdung3004	 Nh©n vÀt: MRLËcXo∏y	 DWORD ID: 1804908205	 C p: 121	 IP: 14.171.140.78 : 59043	 Xu: 0	 TÊng ti“n vπn: 340000
02:32:19	 Tµi kho∂n: trinhdinhquoc2	 Nh©n vÀt: LeeSin	 DWORD ID: -859832511	 C p: 136	 IP: 171.250.161.59 : 6192	 Xu: 555	 TÊng ti“n vπn: 132702
02:32:19	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 138	 IP: 14.171.140.78 : 59058	 Xu: 100	 TÊng ti“n vπn: 54414
02:32:21	 Tµi kho∂n: truongtien1991	 Nh©n vÀt: ForeverAlone@	 DWORD ID: 611820740	 C p: 136	 IP: 171.252.153.103 : 32846	 Xu: 20	 TÊng ti“n vπn: 821873
02:49:57	 Tµi kho∂n: truongtien1993	 Nh©n vÀt: LumRac@2	 DWORD ID: 1569134583	 C p: 122	 IP: 171.252.153.103 : 57633	 Xu: 9	 TÊng ti“n vπn: 46375
03:04:00	 Tµi kho∂n: khuong66	 Nh©n vÀt: Exdata	 DWORD ID: -1022483154	 C p: 125	 IP: 113.188.199.59 : 49728	 Xu: 62	 TÊng ti“n vπn: 55047
03:31:58	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 138	 IP: 14.171.140.78 : 59097	 Xu: 100	 TÊng ti“n vπn: 79448
04:02:51	 Tµi kho∂n: khuong88	 Nh©n vÀt: D0217ta	 DWORD ID: -502328096	 C p: 125	 IP: 113.188.199.59 : 49774	 Xu: 10	 TÊng ti“n vπn: 22981
04:05:57	 Tµi kho∂n: khuong77	 Nh©n vÀt: BŸaŸzŸo	 DWORD ID: 188179060	 C p: 127	 IP: 113.188.199.59 : 49776	 Xu: 80	 TÊng ti“n vπn: 656150
04:20:24	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 138	 IP: 14.171.140.78 : 59133	 Xu: 100	 TÊng ti“n vπn: 84883
04:33:58	 Tµi kho∂n: 813461	 Nh©n vÀt: xxDxtttt	 DWORD ID: 1678665215	 C p: 145	 IP: 1.53.84.204 : 65256	 Xu: 832	 TÊng ti“n vπn: 0
05:23:42	 Tµi kho∂n: 931995	 Nh©n vÀt: Caytien02	 DWORD ID: 518204377	 C p: 132	 IP: 1.53.84.204 : 63095	 Xu: 0	 TÊng ti“n vπn: 2999
05:23:43	 Tµi kho∂n: 931994	 Nh©n vÀt: Caytien01	 DWORD ID: 518203458	 C p: 131	 IP: 1.53.84.204 : 63098	 Xu: 0	 TÊng ti“n vπn: 1400
05:24:32	 Tµi kho∂n: cayxu5	 Nh©n vÀt: Cayxu05	 DWORD ID: -1764923888	 C p: 1	 IP: 1.53.84.204 : 63117	 Xu: 0	 TÊng ti“n vπn: 0
05:30:02	 Tµi kho∂n: cayxu7	 Nh©n vÀt: Cayxu07	 DWORD ID: -1764919038	 C p: 1	 IP: 1.53.84.204 : 52029	 Xu: 0	 TÊng ti“n vπn: 0
05:31:21	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 139	 IP: 14.171.140.78 : 59184	 Xu: 100	 TÊng ti“n vπn: 82771
05:37:59	 Tµi kho∂n: cayxu7	 Nh©n vÀt: Cayxu07	 DWORD ID: -1764919038	 C p: 125	 IP: 1.53.84.204 : 52047	 Xu: 0	 TÊng ti“n vπn: 1000
05:42:01	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 139	 IP: 14.171.140.78 : 59201	 Xu: 100	 TÊng ti“n vπn: 87570
05:43:07	 Tµi kho∂n: khuong77	 Nh©n vÀt: bossss	 DWORD ID: -291960927	 C p: 125	 IP: 113.188.199.59 : 49841	 Xu: 3	 TÊng ti“n vπn: 98778
05:52:50	 Tµi kho∂n: sanbos1	 Nh©n vÀt: sanbos11	 DWORD ID: 1791013806	 C p: 121	 IP: 14.236.73.32 : 60583	 Xu: 25	 TÊng ti“n vπn: 588115
05:55:53	 Tµi kho∂n: sanbos2	 Nh©n vÀt: sanbos2	 DWORD ID: 1668196851	 C p: 123	 IP: 14.236.73.32 : 60585	 Xu: 3	 TÊng ti“n vπn: 639209
05:56:45	 Tµi kho∂n: datau11	 Nh©n vÀt: sanbos1	 DWORD ID: 1668241018	 C p: 122	 IP: 14.236.73.32 : 60587	 Xu: 20	 TÊng ti“n vπn: 471645
05:57:01	 Tµi kho∂n: datau12	 Nh©n vÀt: docdco212	 DWORD ID: -1056509151	 C p: 125	 IP: 14.236.73.32 : 60589	 Xu: 85	 TÊng ti“n vπn: 1225449
05:57:34	 Tµi kho∂n: datau12	 Nh©n vÀt: docdoc111	 DWORD ID: -537450115	 C p: 125	 IP: 14.236.73.32 : 60591	 Xu: 85	 TÊng ti“n vπn: 285817
05:58:10	 Tµi kho∂n: lekhang92	 Nh©n vÀt: EmHoSamSung	 DWORD ID: -898460580	 C p: 131	 IP: 171.239.220.166 : 60721	 Xu: 13	 TÊng ti“n vπn: 0
05:58:16	 Tµi kho∂n: datau12	 Nh©n vÀt: sta3333	 DWORD ID: -1202931591	 C p: 125	 IP: 14.236.73.32 : 60596	 Xu: 85	 TÊng ti“n vπn: 421252
05:58:37	 Tµi kho∂n: cayxu7	 Nh©n vÀt: Cayxu07	 DWORD ID: -1764919038	 C p: 125	 IP: 1.53.84.204 : 57882	 Xu: 5	 TÊng ti“n vπn: 1000
05:59:03	 Tµi kho∂n: giudo1	 Nh©n vÀt: dasdasdasd	 DWORD ID: 1772194883	 C p: 125	 IP: 14.236.73.32 : 60599	 Xu: 0	 TÊng ti“n vπn: 171
05:59:20	 Tµi kho∂n: giudo2	 Nh©n vÀt: sdsdasdsad	 DWORD ID: 167904207	 C p: 120	 IP: 14.236.73.32 : 60601	 Xu: 0	 TÊng ti“n vπn: 423920
05:59:36	 Tµi kho∂n: giudo3	 Nh©n vÀt: wqweqweqwe	 DWORD ID: -552951577	 C p: 120	 IP: 14.236.73.32 : 60603	 Xu: 0	 TÊng ti“n vπn: 216
05:59:53	 Tµi kho∂n: giudo4	 Nh©n vÀt: dasdsadsad	 DWORD ID: 337529975	 C p: 125	 IP: 14.236.73.32 : 60605	 Xu: 0	 TÊng ti“n vπn: 315
06:00:07	 Tµi kho∂n: giudo3	 Nh©n vÀt: wqweqweqwe	 DWORD ID: -552951577	 C p: 120	 IP: 14.236.73.32 : 60607	 Xu: 0	 TÊng ti“n vπn: 216
06:00:42	 Tµi kho∂n: datau12	 Nh©n vÀt: sta3333	 DWORD ID: -1202931591	 C p: 125	 IP: 14.236.73.32 : 60609	 Xu: 86	 TÊng ti“n vπn: 441477
06:01:00	 Tµi kho∂n: khuong66	 Nh©n vÀt: TamŸNuong	 DWORD ID: 948982072	 C p: 129	 IP: 113.188.199.59 : 49855	 Xu: 6	 TÊng ti“n vπn: 21791
06:05:24	 Tµi kho∂n: sanbos2	 Nh©n vÀt: sanbos2	 DWORD ID: 1668196851	 C p: 123	 IP: 14.236.73.32 : 60612	 Xu: 4	 TÊng ti“n vπn: 667648
06:06:05	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 145	 IP: 1.54.210.166 : 37012	 Xu: 540	 TÊng ti“n vπn: 0
06:07:01	 Tµi kho∂n: datau11	 Nh©n vÀt: sabon22	 DWORD ID: 1720945066	 C p: 123	 IP: 14.236.73.32 : 60614	 Xu: 20	 TÊng ti“n vπn: 455567
06:08:31	 Tµi kho∂n: khuong66	 Nh©n vÀt: OŸnŸiŸCŸh	 DWORD ID: 181362046	 C p: 120	 IP: 113.188.199.59 : 49859	 Xu: 8	 TÊng ti“n vπn: 0
06:12:23	 Tµi kho∂n: 931994	 Nh©n vÀt: Caytien01	 DWORD ID: 518203458	 C p: 131	 IP: 1.53.84.204 : 63445	 Xu: 0	 TÊng ti“n vπn: 1600
06:13:23	 Tµi kho∂n: cayxu5	 Nh©n vÀt: Cayxu05	 DWORD ID: -1764923888	 C p: 125	 IP: 1.53.84.204 : 63447	 Xu: 0	 TÊng ti“n vπn: 1000
06:13:46	 Tµi kho∂n: 931994	 Nh©n vÀt: Caytien01	 DWORD ID: 518203458	 C p: 131	 IP: 1.53.84.204 : 63449	 Xu: 0	 TÊng ti“n vπn: 2200
06:17:40	 Tµi kho∂n: cayxu3	 Nh©n vÀt: Cayxu03	 DWORD ID: -1764923602	 C p: 125	 IP: 1.53.84.204 : 50443	 Xu: 85	 TÊng ti“n vπn: 2927333
06:23:02	 Tµi kho∂n: 931995	 Nh©n vÀt: Caytien02	 DWORD ID: 518204377	 C p: 133	 IP: 1.53.84.204 : 50461	 Xu: 0	 TÊng ti“n vπn: 2000
06:23:48	 Tµi kho∂n: krungthep004	 Nh©n vÀt: CaytienHMTT	 DWORD ID: -1843489646	 C p: 120	 IP: 171.252.155.13 : 3936	 Xu: 0	 TÊng ti“n vπn: 1000
06:24:01	 Tµi kho∂n: krungthep004	 Nh©n vÀt: Caytienxtt	 DWORD ID: 934518241	 C p: 126	 IP: 171.252.155.13 : 32630	 Xu: 0	 TÊng ti“n vπn: 0
06:25:12	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 139	 IP: 14.171.140.78 : 59236	 Xu: 100	 TÊng ti“n vπn: 101608
06:28:37	 Tµi kho∂n: datau11	 Nh©n vÀt: sabos321	 DWORD ID: 1389175873	 C p: 120	 IP: 14.236.73.32 : 60618	 Xu: 48	 TÊng ti“n vπn: 45095
06:28:45	 Tµi kho∂n: datau11	 Nh©n vÀt: sanbos1	 DWORD ID: 1668241018	 C p: 122	 IP: 14.236.73.32 : 60620	 Xu: 48	 TÊng ti“n vπn: 471645
06:33:22	 Tµi kho∂n: lekhang92	 Nh©n vÀt: NgaMyVip	 DWORD ID: 412382314	 C p: 121	 IP: 171.239.220.166 : 60902	 Xu: 33	 TÊng ti“n vπn: 19553
06:33:30	 Tµi kho∂n: lekhang92	 Nh©n vÀt: EmHoSamSung	 DWORD ID: -898460580	 C p: 131	 IP: 171.239.220.166 : 60905	 Xu: 33	 TÊng ti“n vπn: 76255
06:34:49	 Tµi kho∂n: lekhang92	 Nh©n vÀt: NgaMyVip	 DWORD ID: 412382314	 C p: 121	 IP: 171.239.220.166 : 60915	 Xu: 33	 TÊng ti“n vπn: 19553
06:35:48	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 145	 IP: 1.54.210.166 : 43924	 Xu: 560	 TÊng ti“n vπn: 471096
06:44:04	 Tµi kho∂n: sanbos2	 Nh©n vÀt: sanbos212	 DWORD ID: -444051735	 C p: 125	 IP: 14.236.73.32 : 60624	 Xu: 25	 TÊng ti“n vπn: 948363
06:46:16	 Tµi kho∂n: thaitohong	 Nh©n vÀt: thaitohong	 DWORD ID: 383002509	 C p: 128	 IP: 14.236.73.32 : 60626	 Xu: 414	 TÊng ti“n vπn: 101980
06:47:50	 Tµi kho∂n: giudo1	 Nh©n vÀt: dasdasdasd	 DWORD ID: 1772194883	 C p: 125	 IP: 14.236.73.32 : 60628	 Xu: 0	 TÊng ti“n vπn: 180
06:49:07	 Tµi kho∂n: giudo2	 Nh©n vÀt: sdsdasdsad	 DWORD ID: 167904207	 C p: 120	 IP: 14.236.73.32 : 60630	 Xu: 0	 TÊng ti“n vπn: 463920
06:51:10	 Tµi kho∂n: thaitohong	 Nh©n vÀt: thaitohong	 DWORD ID: 383002509	 C p: 128	 IP: 14.236.73.32 : 49698	 Xu: 414	 TÊng ti“n vπn: 101980
06:51:26	 Tµi kho∂n: giudo2	 Nh©n vÀt: sdsdasdsad	 DWORD ID: 167904207	 C p: 120	 IP: 14.236.73.32 : 49701	 Xu: 0	 TÊng ti“n vπn: 0
06:53:14	 Tµi kho∂n: giudo3	 Nh©n vÀt: wqweqweqwe	 DWORD ID: -552951577	 C p: 120	 IP: 14.236.73.32 : 49741	 Xu: 0	 TÊng ti“n vπn: 90
06:53:26	 Tµi kho∂n: giudo4	 Nh©n vÀt: dasdsadsad	 DWORD ID: 337529975	 C p: 125	 IP: 14.236.73.32 : 49743	 Xu: 0	 TÊng ti“n vπn: 20342
06:57:03	 Tµi kho∂n: congdanhty1979	 Nh©n vÀt: thuyyen	 DWORD ID: 2038451117	 C p: 132	 IP: 14.187.64.212 : 64600	 Xu: 0	 TÊng ti“n vπn: 329980
06:57:42	 Tµi kho∂n: congdanhty1983	 Nh©n vÀt: ngamykiem	 DWORD ID: -443788606	 C p: 126	 IP: 14.187.64.212 : 64602	 Xu: 0	 TÊng ti“n vπn: 5798
06:58:54	 Tµi kho∂n: congdanhty1980	 Nh©n vÀt: thuyyendao	 DWORD ID: -1776069637	 C p: 129	 IP: 14.187.64.212 : 64605	 Xu: 1	 TÊng ti“n vπn: 1800
06:58:55	 Tµi kho∂n: hung078	 Nh©n vÀt: ùTuy’tùÖùNhi	 DWORD ID: 1450097804	 C p: 144	 IP: 14.160.192.166 : 64393	 Xu: 11505	 TÊng ti“n vπn: 0
06:59:19	 Tµi kho∂n: hung7641191	 Nh©n vÀt: GM0001	 DWORD ID: -929240838	 C p: 125	 IP: 14.160.192.166 : 64395	 Xu: 3050	 TÊng ti“n vπn: 500063
07:02:47	 Tµi kho∂n: minhtien555	 Nh©n vÀt: XaKuTaRa	 DWORD ID: 314271514	 C p: 128	 IP: 113.176.95.35 : 59547	 Xu: 574	 TÊng ti“n vπn: 320441
07:07:39	 Tµi kho∂n: tuladao	 Nh©n vÀt: NarŸNg∏o	 DWORD ID: 227581698	 C p: 138	 IP: 171.245.167.230 : 49289	 Xu: 267	 TÊng ti“n vπn: 63131
07:10:41	 Tµi kho∂n: tuladao2	 Nh©n vÀt: Mπizozzz	 DWORD ID: -1358339018	 C p: 130	 IP: 171.245.167.230 : 49353	 Xu: 7	 TÊng ti“n vπn: 45827
07:20:33	 Tµi kho∂n: nna1210vt01	 Nh©n vÀt: o0oThanhLyo0o	 DWORD ID: 940663043	 C p: 129	 IP: 14.191.185.30 : 49254	 Xu: 715	 TÊng ti“n vπn: 499099
07:21:09	 Tµi kho∂n: nna1210vt02	 Nh©n vÀt: o0oLongLyo0o	 DWORD ID: -917048594	 C p: 131	 IP: 14.191.185.30 : 49257	 Xu: 70	 TÊng ti“n vπn: 0
07:21:26	 Tµi kho∂n: nna1210vt03	 Nh©n vÀt: o0oPhongLyo0o	 DWORD ID: -251373142	 C p: 129	 IP: 14.191.185.30 : 49259	 Xu: 15	 TÊng ti“n vπn: 2196284
07:25:49	 Tµi kho∂n: phapqn12	 Nh©n vÀt: VDDang	 DWORD ID: -533316747	 C p: 134	 IP: 118.69.109.66 : 61637	 Xu: 531	 TÊng ti“n vπn: 27195
