00:00:06	 Tµi kho∂n: khuongtt1	 Nh©n vÀt: SANTT1	 DWORD ID: -60197028	 C p: 125	 IP: 113.188.199.59 : 53729	 Xu: 0	 TÊng ti“n vπn: 1000
00:19:59	 Tµi kho∂n: khuong66	 Nh©n vÀt: Exdata	 DWORD ID: -1022483154	 C p: 125	 IP: 113.188.199.59 : 53756	 Xu: 11	 TÊng ti“n vπn: 44274
00:20:20	 Tµi kho∂n: khuongtt1	 Nh©n vÀt: SANTT3	 DWORD ID: -60197344	 C p: 125	 IP: 113.188.199.59 : 53758	 Xu: 10	 TÊng ti“n vπn: 1000
00:20:34	 Tµi kho∂n: 931994	 Nh©n vÀt: Caytien01	 DWORD ID: 518203458	 C p: 130	 IP: 1.53.84.204 : 60520	 Xu: 9	 TÊng ti“n vπn: 0
00:21:45	 Tµi kho∂n: tuladao2	 Nh©n vÀt: Mπizozzz	 DWORD ID: -1358339018	 C p: 129	 IP: 171.253.41.175 : 38644	 Xu: 16	 TÊng ti“n vπn: 51869
00:25:52	 Tµi kho∂n: cayxu2	 Nh©n vÀt: Cayxu02	 DWORD ID: -1764923467	 C p: 125	 IP: 1.53.84.204 : 60533	 Xu: 11	 TÊng ti“n vπn: 315410
00:26:40	 Tµi kho∂n: cayxu1	 Nh©n vÀt: Cayxu01	 DWORD ID: -1764924356	 C p: 125	 IP: 1.53.84.204 : 60541	 Xu: 14	 TÊng ti“n vπn: 995940
00:28:14	 Tµi kho∂n: khuong66	 Nh©n vÀt: OŸnŸiŸCŸh	 DWORD ID: 181362046	 C p: 120	 IP: 113.188.199.59 : 53765	 Xu: 21	 TÊng ti“n vπn: 15941
00:28:28	 Tµi kho∂n: khuong55	 Nh©n vÀt: KŸiŸiŸn	 DWORD ID: 685145423	 C p: 120	 IP: 113.188.199.59 : 53767	 Xu: 39	 TÊng ti“n vπn: 0
00:29:35	 Tµi kho∂n: khuongtt1	 Nh©n vÀt: SANTT5	 DWORD ID: -60208652	 C p: 125	 IP: 113.188.199.59 : 53769	 Xu: 20	 TÊng ti“n vπn: 1000
00:30:35	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 57710	 Xu: 285	 TÊng ti“n vπn: 29982
00:30:45	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 57712	 Xu: 285	 TÊng ti“n vπn: 29982
00:31:06	 Tµi kho∂n: trungtruc	 Nh©n vÀt: Th«nŸS–t	 DWORD ID: 1654724532	 C p: 139	 IP: 115.77.33.190 : 53121	 Xu: 70	 TÊng ti“n vπn: 0
00:31:06	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 136	 IP: 14.255.54.22 : 57232	 Xu: 118	 TÊng ti“n vπn: 13483
00:31:21	 Tµi kho∂n: tuladao	 Nh©n vÀt: NarŸNg∏o	 DWORD ID: 227581698	 C p: 136	 IP: 171.253.41.175 : 33137	 Xu: 141	 TÊng ti“n vπn: 21431
00:31:29	 Tµi kho∂n: aipcorp2	 Nh©n vÀt: ThoaŸMun	 DWORD ID: -668223086	 C p: 134	 IP: 1.54.210.166 : 50619	 Xu: 118	 TÊng ti“n vπn: 0
00:31:35	 Tµi kho∂n: leanhdung3003	 Nh©n vÀt: LeoNesa	 DWORD ID: -1541172349	 C p: 128	 IP: 14.255.54.22 : 57234	 Xu: 36	 TÊng ti“n vπn: 8392
00:32:04	 Tµi kho∂n: nhuanhcdv1111	 Nh©n vÀt: nhuanh	 DWORD ID: 488183858	 C p: 136	 IP: 171.250.160.108 : 63063	 Xu: 31709	 TÊng ti“n vπn: 343474
00:32:12	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 61732	 Xu: 285	 TÊng ti“n vπn: 29982
00:32:19	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 61734	 Xu: 285	 TÊng ti“n vπn: 29982
00:32:24	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 61736	 Xu: 285	 TÊng ti“n vπn: 29982
00:32:42	 Tµi kho∂n: cayxu2	 Nh©n vÀt: Cayxu02	 DWORD ID: -1764923467	 C p: 125	 IP: 1.53.84.204 : 60557	 Xu: 11	 TÊng ti“n vπn: 315410
00:32:48	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 61738	 Xu: 285	 TÊng ti“n vπn: 29982
00:32:54	 Tµi kho∂n: cayxu1	 Nh©n vÀt: Cayxu01	 DWORD ID: -1764924356	 C p: 125	 IP: 1.53.84.204 : 60559	 Xu: 17	 TÊng ti“n vπn: 1077424
00:36:38	 Tµi kho∂n: khuongtt2	 Nh©n vÀt: SANTT2	 DWORD ID: -60197178	 C p: 125	 IP: 113.188.199.59 : 53772	 Xu: 0	 TÊng ti“n vπn: 1000
00:37:22	 Tµi kho∂n: khuongtt3	 Nh©n vÀt: SANTT8	 DWORD ID: -60209118	 C p: 125	 IP: 113.188.199.59 : 53774	 Xu: 0	 TÊng ti“n vπn: 1000
00:37:31	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 58784	 Xu: 285	 TÊng ti“n vπn: 29982
00:37:54	 Tµi kho∂n: khuong55	 Nh©n vÀt: KimŸTiŸTi	 DWORD ID: -1240449565	 C p: 120	 IP: 113.188.199.59 : 53781	 Xu: 49	 TÊng ti“n vπn: 0
00:37:54	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 58786	 Xu: 285	 TÊng ti“n vπn: 29982
00:37:59	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 140	 IP: 1.54.210.166 : 33355	 Xu: 605	 TÊng ti“n vπn: 326931
00:38:01	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 58788	 Xu: 285	 TÊng ti“n vπn: 29982
00:38:09	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 58790	 Xu: 285	 TÊng ti“n vπn: 29982
00:38:16	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 140	 IP: 1.54.210.166 : 38827	 Xu: 605	 TÊng ti“n vπn: 326931
00:38:20	 Tµi kho∂n: khuongtt4	 Nh©n vÀt: SANTT123	 DWORD ID: 85433218	 C p: 125	 IP: 113.188.199.59 : 53783	 Xu: 0	 TÊng ti“n vπn: 1000
00:38:25	 Tµi kho∂n: tructe92	 Nh©n vÀt: =Thien_Hoa=	 DWORD ID: 614603354	 C p: 121	 IP: 123.23.76.163 : 50078	 Xu: 61	 TÊng ti“n vπn: 16568
00:38:44	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 58805	 Xu: 285	 TÊng ti“n vπn: 29982
00:38:48	 Tµi kho∂n: tuladao2	 Nh©n vÀt: Mπizozzz	 DWORD ID: -1358339018	 C p: 129	 IP: 171.253.41.175 : 42390	 Xu: 24	 TÊng ti“n vπn: 187642
00:39:01	 Tµi kho∂n: tnkhai1989	 Nh©n vÀt: SkyZues	 DWORD ID: 199704280	 C p: 129	 IP: 14.243.220.86 : 6851	 Xu: 12	 TÊng ti“n vπn: 93248
00:39:23	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 58809	 Xu: 285	 TÊng ti“n vπn: 29982
00:39:33	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 58811	 Xu: 285	 TÊng ti“n vπn: 29982
00:39:51	 Tµi kho∂n: aipcorp2	 Nh©n vÀt: ThoaŸMun	 DWORD ID: -668223086	 C p: 134	 IP: 1.54.210.166 : 61495	 Xu: 118	 TÊng ti“n vπn: 504195
00:39:57	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 58813	 Xu: 285	 TÊng ti“n vπn: 29982
00:40:11	 Tµi kho∂n: herolintv	 Nh©n vÀt: AnhŸPhﬂ_	 DWORD ID: -917024099	 C p: 140	 IP: 27.70.225.32 : 51090	 Xu: 9000	 TÊng ti“n vπn: 186380
00:40:13	 Tµi kho∂n: aipcorp6	 Nh©n vÀt: aipcorp2	 DWORD ID: -1342877947	 C p: 131	 IP: 14.248.85.69 : 49627	 Xu: 0	 TÊng ti“n vπn: 1400
00:40:21	 Tµi kho∂n: aipcorp7	 Nh©n vÀt: aipcorp1	 DWORD ID: -1342878595	 C p: 130	 IP: 14.248.85.69 : 49629	 Xu: 0	 TÊng ti“n vπn: 2398
00:40:24	 Tµi kho∂n: xuxuxu	 Nh©n vÀt: T©mT©m	 DWORD ID: 466489163	 C p: 134	 IP: 1.52.53.37 : 51898	 Xu: 6745	 TÊng ti“n vπn: 533994
00:40:28	 Tµi kho∂n: aipcorp8	 Nh©n vÀt: H∂iŸChi	 DWORD ID: 229246519	 C p: 132	 IP: 14.248.85.69 : 49631	 Xu: 0	 TÊng ti“n vπn: 2600
00:41:01	 Tµi kho∂n: xuxuxu1	 Nh©n vÀt: Network	 DWORD ID: -1769922184	 C p: 125	 IP: 1.52.53.37 : 29409	 Xu: 0	 TÊng ti“n vπn: 0
00:41:31	 Tµi kho∂n: xuxuxu2	 Nh©n vÀt: Documents	 DWORD ID: -1359275406	 C p: 125	 IP: 1.52.53.37 : 50542	 Xu: 0	 TÊng ti“n vπn: 988
00:41:34	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 58819	 Xu: 285	 TÊng ti“n vπn: 29982
00:42:24	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 57965	 Xu: 285	 TÊng ti“n vπn: 29982
00:42:29	 Tµi kho∂n: trinhdinhquoc2	 Nh©n vÀt: LeeSin	 DWORD ID: -859832511	 C p: 133	 IP: 171.250.161.59 : 32874	 Xu: 1495	 TÊng ti“n vπn: 0
00:42:32	 Tµi kho∂n: tuladao	 Nh©n vÀt: NarŸNg∏o	 DWORD ID: 227581698	 C p: 136	 IP: 171.253.41.175 : 47784	 Xu: 146	 TÊng ti“n vπn: 21425
00:42:34	 Tµi kho∂n: cayxu1	 Nh©n vÀt: Cayxu01	 DWORD ID: -1764924356	 C p: 125	 IP: 1.53.84.204 : 60586	 Xu: 18	 TÊng ti“n vπn: 1093027
00:42:38	 Tµi kho∂n: trungtruc	 Nh©n vÀt: Th«nŸS–t	 DWORD ID: 1654724532	 C p: 139	 IP: 115.77.33.190 : 51878	 Xu: 75	 TÊng ti“n vπn: 24748
00:42:47	 Tµi kho∂n: trungtruc4	 Nh©n vÀt: Th«nŸßÈc	 DWORD ID: 1658272659	 C p: 127	 IP: 14.255.54.22 : 57243	 Xu: 76	 TÊng ti“n vπn: 195300
00:44:06	 Tµi kho∂n: khuongtt2	 Nh©n vÀt: SANTT2	 DWORD ID: -60197178	 C p: 125	 IP: 113.188.199.59 : 53794	 Xu: 0	 TÊng ti“n vπn: 1000
00:44:20	 Tµi kho∂n: khuongtt3	 Nh©n vÀt: SANTT8	 DWORD ID: -60209118	 C p: 125	 IP: 113.188.199.59 : 53796	 Xu: 0	 TÊng ti“n vπn: 1000
00:45:18	 Tµi kho∂n: trungtruc	 Nh©n vÀt: Th«nŸS–t	 DWORD ID: 1654724532	 C p: 139	 IP: 115.77.33.190 : 51884	 Xu: 75	 TÊng ti“n vπn: 499999
00:45:25	 Tµi kho∂n: khuong99	 Nh©n vÀt: §ngŸ5ŸMÛi	 DWORD ID: -841258184	 C p: 128	 IP: 113.188.199.59 : 53799	 Xu: 39	 TÊng ti“n vπn: 103424
00:45:34	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 51628	 Xu: 285	 TÊng ti“n vπn: 29982
00:45:47	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 51533	 Xu: 285	 TÊng ti“n vπn: 29982
00:45:51	 Tµi kho∂n: pinphan1234	 Nh©n vÀt: Vip_khi	 DWORD ID: -550702966	 C p: 134	 IP: 14.186.109.219 : 42315	 Xu: 73	 TÊng ti“n vπn: 127361
00:45:54	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 136	 IP: 14.255.54.22 : 57247	 Xu: 128	 TÊng ti“n vπn: 0
00:45:55	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 51535	 Xu: 285	 TÊng ti“n vπn: 29982
00:46:00	 Tµi kho∂n: tuladao	 Nh©n vÀt: NarŸNg∏o	 DWORD ID: 227581698	 C p: 136	 IP: 171.253.41.175 : 34218	 Xu: 146	 TÊng ti“n vπn: 21425
00:46:00	 Tµi kho∂n: trungtruc	 Nh©n vÀt: Th«nŸS–t	 DWORD ID: 1654724532	 C p: 139	 IP: 115.77.33.190 : 51886	 Xu: 75	 TÊng ti“n vπn: 499999
00:46:03	 Tµi kho∂n: khuong99	 Nh©n vÀt: §ngŸ5ŸMÛi	 DWORD ID: -841258184	 C p: 128	 IP: 113.188.199.59 : 53801	 Xu: 39	 TÊng ti“n vπn: 103424
00:46:06	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 51537	 Xu: 285	 TÊng ti“n vπn: 29982
00:47:43	 Tµi kho∂n: trungtruc4	 Nh©n vÀt: Th«nŸßÈc	 DWORD ID: 1658272659	 C p: 127	 IP: 14.255.54.22 : 57249	 Xu: 76	 TÊng ti“n vπn: 0
00:48:17	 Tµi kho∂n: leanhdung3003	 Nh©n vÀt: LeoNesa	 DWORD ID: -1541172349	 C p: 128	 IP: 14.255.54.22 : 57251	 Xu: 41	 TÊng ti“n vπn: 8389
00:48:30	 Tµi kho∂n: khuong66	 Nh©n vÀt: TamŸNuong	 DWORD ID: 948982072	 C p: 128	 IP: 113.188.199.59 : 53808	 Xu: 31	 TÊng ti“n vπn: 23768
00:48:41	 Tµi kho∂n: trungtruc2	 Nh©n vÀt: Th«nŸB®ng	 DWORD ID: -1751287009	 C p: 133	 IP: 115.77.33.190 : 51892	 Xu: 15	 TÊng ti“n vπn: 164386
00:48:42	 Tµi kho∂n: tnkhai1989321	 Nh©n vÀt: oOoSkyZuesoOo	 DWORD ID: 2031858505	 C p: 129	 IP: 14.243.220.86 : 12433	 Xu: 80	 TÊng ti“n vπn: 236248
00:54:24	 Tµi kho∂n: khuong55	 Nh©n vÀt: TŸhŸoŸr	 DWORD ID: -852156252	 C p: 128	 IP: 113.188.199.59 : 53810	 Xu: 49	 TÊng ti“n vπn: 82419
00:58:46	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 61769	 Xu: 275	 TÊng ti“n vπn: 109982
00:59:16	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 61011	 Xu: 275	 TÊng ti“n vπn: 109982
00:59:41	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 61013	 Xu: 275	 TÊng ti“n vπn: 109982
00:59:52	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 58777	 Xu: 275	 TÊng ti“n vπn: 109982
00:59:56	 Tµi kho∂n: khuong55	 Nh©n vÀt: TŸhŸoŸr	 DWORD ID: -852156252	 C p: 128	 IP: 113.188.199.59 : 53817	 Xu: 49	 TÊng ti“n vπn: 85615
01:00:03	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 58779	 Xu: 275	 TÊng ti“n vπn: 109982
01:00:10	 Tµi kho∂n: aipcorp1	 Nh©n vÀt: TramŸAnh	 DWORD ID: 843770000	 C p: 135	 IP: 1.54.210.166 : 16057	 Xu: 89	 TÊng ti“n vπn: 667702
01:00:15	 Tµi kho∂n: danhtran14	 Nh©n vÀt: Auto_000	 DWORD ID: -1806908267	 C p: 125	 IP: 116.98.87.179 : 52872	 Xu: 0	 TÊng ti“n vπn: 3998
01:00:22	 Tµi kho∂n: asdasd	 Nh©n vÀt: DMDMDM	 DWORD ID: -995119781	 C p: 125	 IP: 113.180.26.88 : 58782	 Xu: 275	 TÊng ti“n vπn: 109982
01:01:09	 Tµi kho∂n: xuxuxu	 Nh©n vÀt: T©mT©m	 DWORD ID: 466489163	 C p: 134	 IP: 1.52.53.37 : 21235	 Xu: 6745	 TÊng ti“n vπn: 506212
01:01:16	 Tµi kho∂n: xuxuxu1	 Nh©n vÀt: Network	 DWORD ID: -1769922184	 C p: 125	 IP: 1.52.53.37 : 44658	 Xu: 0	 TÊng ti“n vπn: 0
01:01:26	 Tµi kho∂n: herolintv	 Nh©n vÀt: AnhŸPhﬂ_	 DWORD ID: -917024099	 C p: 140	 IP: 27.70.225.32 : 49542	 Xu: 9000	 TÊng ti“n vπn: 211573
01:01:28	 Tµi kho∂n: xuxuxu2	 Nh©n vÀt: Documents	 DWORD ID: -1359275406	 C p: 125	 IP: 1.52.53.37 : 58212	 Xu: 0	 TÊng ti“n vπn: 978
01:02:34	 Tµi kho∂n: zukim024	 Nh©n vÀt: ZuKim88	 DWORD ID: -2058047182	 C p: 120	 IP: 222.253.25.202 : 59533	 Xu: 10	 TÊng ti“n vπn: 59275
01:02:58	 Tµi kho∂n: zukim012	 Nh©n vÀt: ZuKim99	 DWORD ID: -2058044447	 C p: 121	 IP: 222.253.25.202 : 59549	 Xu: 10	 TÊng ti“n vπn: 70106
01:03:14	 Tµi kho∂n: zukim123	 Nh©n vÀt: ZuKim77	 DWORD ID: -2058045821	 C p: 123	 IP: 222.253.25.202 : 59561	 Xu: 344	 TÊng ti“n vπn: 61300
01:07:56	 Tµi kho∂n: cbcui5	 Nh©n vÀt: CÊŸL˘cŸNaŸTr∏t	 DWORD ID: -229397171	 C p: 142	 IP: 27.70.203.146 : 62573	 Xu: 4680	 TÊng ti“n vπn: 6773307
01:15:13	 Tµi kho∂n: xuxuxu	 Nh©n vÀt: T©mT©m	 DWORD ID: 466489163	 C p: 134	 IP: 1.52.53.37 : 5353	 Xu: 6745	 TÊng ti“n vπn: 506209
01:15:28	 Tµi kho∂n: xuxuxu1	 Nh©n vÀt: Network	 DWORD ID: -1769922184	 C p: 125	 IP: 1.52.53.37 : 49042	 Xu: 0	 TÊng ti“n vπn: 0
01:15:50	 Tµi kho∂n: xuxuxu2	 Nh©n vÀt: Documents	 DWORD ID: -1359275406	 C p: 125	 IP: 1.52.53.37 : 29896	 Xu: 0	 TÊng ti“n vπn: 975
01:17:51	 Tµi kho∂n: cayxu2	 Nh©n vÀt: Cayxu02	 DWORD ID: -1764923467	 C p: 125	 IP: 1.53.84.204 : 60676	 Xu: 11	 TÊng ti“n vπn: 315410
01:19:44	 Tµi kho∂n: herolintv	 Nh©n vÀt: AnhŸPhﬂ_	 DWORD ID: -917024099	 C p: 140	 IP: 171.226.62.111 : 62377	 Xu: 9000	 TÊng ti“n vπn: 231768
01:19:59	 Tµi kho∂n: cbcui5	 Nh©n vÀt: CÊŸL˘cŸNaŸTr∏t	 DWORD ID: -229397171	 C p: 142	 IP: 171.239.122.43 : 63777	 Xu: 4200	 TÊng ti“n vπn: 6751079
01:19:59	 Tµi kho∂n: cbcui4	 Nh©n vÀt: GM0004	 DWORD ID: -929240280	 C p: 120	 IP: 171.239.122.43 : 63781	 Xu: 7090	 TÊng ti“n vπn: 8481081
01:20:34	 Tµi kho∂n: pnghi2016	 Nh©n vÀt: LinhKa	 DWORD ID: -808609496	 C p: 131	 IP: 171.236.48.30 : 60331	 Xu: 0	 TÊng ti“n vπn: 2425
01:20:43	 Tµi kho∂n: herolintv	 Nh©n vÀt: AnhŸPhﬂ_	 DWORD ID: -917024099	 C p: 140	 IP: 171.227.135.71 : 53538	 Xu: 9000	 TÊng ti“n vπn: 232168
01:20:51	 Tµi kho∂n: pnghi2015	 Nh©n vÀt: TinhKa	 DWORD ID: -79160288	 C p: 130	 IP: 171.236.48.30 : 18891	 Xu: 0	 TÊng ti“n vπn: 532304
01:21:03	 Tµi kho∂n: pnghi2017	 Nh©n vÀt: DungKaa	 DWORD ID: -1163803512	 C p: 129	 IP: 171.236.48.30 : 6771	 Xu: 0	 TÊng ti“n vπn: 838050
01:22:01	 Tµi kho∂n: tuladao3	 Nh©n vÀt: dsadasda	 DWORD ID: 1622250075	 C p: 131	 IP: 171.253.41.175 : 37741	 Xu: 47	 TÊng ti“n vπn: 79802
01:22:05	 Tµi kho∂n: pnghi2016	 Nh©n vÀt: LinhKa	 DWORD ID: -808609496	 C p: 131	 IP: 171.236.48.30 : 51910	 Xu: 0	 TÊng ti“n vπn: 2425
01:23:38	 Tµi kho∂n: leanhdung3004	 Nh©n vÀt: MRLËcXo∏y	 DWORD ID: 1804908205	 C p: 121	 IP: 14.255.54.22 : 57277	 Xu: 0	 TÊng ti“n vπn: 239133
01:25:58	 Tµi kho∂n: leanhdung3002	 Nh©n vÀt: FireDragon	 DWORD ID: -2015974453	 C p: 126	 IP: 14.255.54.22 : 57280	 Xu: 57	 TÊng ti“n vπn: 40000
01:26:19	 Tµi kho∂n: trungtruc3	 Nh©n vÀt: Si™uŸChuËi	 DWORD ID: 33899527	 C p: 125	 IP: 14.255.54.22 : 57282	 Xu: 10	 TÊng ti“n vπn: 40000
01:28:03	 Tµi kho∂n: leanhdung3003	 Nh©n vÀt: LeoNesa	 DWORD ID: -1541172349	 C p: 129	 IP: 14.255.54.22 : 57291	 Xu: 41	 TÊng ti“n vπn: 0
01:55:03	 Tµi kho∂n: trungtruc5	 Nh©n vÀt: ChemChemChem	 DWORD ID: 521428604	 C p: 1	 IP: 115.77.33.190 : 63750	 Xu: 0	 TÊng ti“n vπn: 0
01:55:56	 Tµi kho∂n: 8134612	 Nh©n vÀt: aaaaaaaa	 DWORD ID: 377944383	 C p: 123	 IP: 1.53.84.204 : 60786	 Xu: 0	 TÊng ti“n vπn: 752
01:58:20	 Tµi kho∂n: 8134613	 Nh©n vÀt: zzzzzz	 DWORD ID: 256162005	 C p: 121	 IP: 1.53.84.204 : 60799	 Xu: 7	 TÊng ti“n vπn: 177603
01:58:41	 Tµi kho∂n: 8134613	 Nh©n vÀt: eeeeee	 DWORD ID: 273262228	 C p: 122	 IP: 1.53.84.204 : 60801	 Xu: 7	 TÊng ti“n vπn: 117496
01:59:53	 Tµi kho∂n: 8134613	 Nh©n vÀt: xSxxtttt	 DWORD ID: -89853840	 C p: 121	 IP: 1.53.84.204 : 60812	 Xu: 7	 TÊng ti“n vπn: 134253
02:00:21	 Tµi kho∂n: 931995	 Nh©n vÀt: Caytien02	 DWORD ID: 518204377	 C p: 131	 IP: 1.53.84.204 : 60814	 Xu: 23	 TÊng ti“n vπn: 0
02:05:57	 Tµi kho∂n: trungtruc4	 Nh©n vÀt: Th«nŸßÈc	 DWORD ID: 1658272659	 C p: 128	 IP: 14.255.54.22 : 57320	 Xu: 88	 TÊng ti“n vπn: 220006
02:07:29	 Tµi kho∂n: tuladao2	 Nh©n vÀt: ŸTamŸTπng	 DWORD ID: 1400885355	 C p: 120	 IP: 171.253.41.175 : 44799	 Xu: 59	 TÊng ti“n vπn: 24035
02:23:48	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 136	 IP: 14.255.54.22 : 57344	 Xu: 64	 TÊng ti“n vπn: 50600
02:25:21	 Tµi kho∂n: khuong55	 Nh©n vÀt: KŸiŸiŸn	 DWORD ID: 685145423	 C p: 120	 IP: 113.188.199.59 : 54004	 Xu: 82	 TÊng ti“n vπn: 0
02:25:34	 Tµi kho∂n: khuong55	 Nh©n vÀt: KimŸTiŸTi	 DWORD ID: -1240449565	 C p: 120	 IP: 113.188.199.59 : 54006	 Xu: 82	 TÊng ti“n vπn: 0
02:26:04	 Tµi kho∂n: khuong55	 Nh©n vÀt: TŸhŸoŸr	 DWORD ID: -852156252	 C p: 128	 IP: 113.188.199.59 : 54008	 Xu: 82	 TÊng ti“n vπn: 338587
