Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	AruraSkill	AruraSkillLevel	PassSkill	PassSkillLevel	ExpNumber	ExpParam	LifeParam	LifeReplenish	ARParam	DefenseParam	MinDamageParam	MaxDamageParam	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	TypeNpc	RateBoss	ShareDame	PencentDameAdd	NumObjT	DirObjT
§«ng B¾c Hæ	0	5	2	1			239				ani001	0	0	0	0	0	37	38	20	11	10	10	405	1	406	1	406	1	406	1					1	2400	25000	5	800	0	0	0	6	6	25	25	350	30	350	3	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	18	100	\settings\droprate\quai8x.ini	12	0	10	0	0		
§«ng B¾c Hæ	0	5	3	1			239				ani001	0	0	0	0	0	37	38	20	11	10	10	403	1	406	1	406	1	406	1					1	2400	25000	5	800	0	0	0	6	6	25	25	350	30	350	3	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	18	100	\settings\droprate\quai8x.ini	12	0	10	0	0		
§«ng B¾c Hæ	0	5	4	1			239				ani001	0	0	0	0	0	37	38	20	11	10	10	404	1	406	1	406	1	406	1					1	2400	25000	5	800	0	0	0	6	6	25	25	350	30	350	3	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	18	100	\settings\droprate\quai8x.ini	12	0	10	0	0		
§éc Bé	0	5	0	1			249				enemy082	0	0	0	0	0	37	38	20	11	10	10	408	1	406	1	406	1	406	1					1	2400	25000	5	900	0	0	0	6	6	25	25	350	30	350	3	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	18	100	\settings\droprate\quai8x.ini	12	0	10	0	0		
§éc Bé	0	5	1	1			249				enemy082	0	0	0	0	0	37	38	20	11	10	10	402	1	406	1	406	1	406	1					1	2400	25000	5	900	0	0	0	6	6	25	25	350	30	350	3	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	18	100	\settings\droprate\quai8x.ini	12	0	10	0	0		
§éc Bé	0	5	2	1			249				enemy082	0	0	0	0	0	37	38	20	11	10	10	405	1	406	1	406	1	406	1					1	2400	25000	5	900	0	0	0	6	6	25	25	350	30	350	3	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	18	100	\settings\droprate\quai8x.ini	12	0	10	0	0		
§éc Bé	0	5	3	1			249				enemy082	0	0	0	0	0	37	38	20	11	10	10	403	1	406	1	406	1	406	1					1	2400	25000	5	900	0	0	0	6	6	25	25	350	30	350	3	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	18	100	\settings\droprate\quai8x.ini	12	0	10	0	0		
§éc Bé	0	5	4	1			249				enemy082	0	0	0	0	0	37	38	20	11	10	10	404	1	406	1	406	1	406	1					1	2400	25000	5	900	0	0	0	6	6	25	25	350	30	350	3	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	18	100	\settings\droprate\quai8x.ini	12	0	10	0	0		
S­¬ng §ao	0	5	0	1			84				enemy024	0	0	0	0	0	37	38	20	11	10	10	408	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
S­¬ng §ao	0	5	1	1			84				enemy024	0	0	0	0	0	37	38	20	11	10	10	402	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
S­¬ng §ao	0	5	2	1			84				enemy024	0	0	0	0	0	37	38	20	11	10	10	405	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
S­¬ng §ao	0	5	3	1			84				enemy024	0	0	0	0	0	37	38	20	11	10	10	403	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
S­¬ng §ao	0	5	4	1			84				enemy024	0	0	0	0	0	37	38	20	11	10	10	404	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
L·nh Cung	0	5	0	1			242				enemy028	0	0	0	0	0	37	38	20	11	10	10	408	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
L·nh Cung	0	5	1	1			242				enemy028	0	0	0	0	0	37	38	20	11	10	10	402	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
L·nh Cung	0	5	2	1			242				enemy028	0	0	0	0	0	37	38	20	11	10	10	405	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
L·nh Cung	0	5	3	1			242				enemy028	0	0	0	0	0	37	38	20	11	10	10	403	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
L·nh Cung	0	5	4	1			242				enemy028	0	0	0	0	0	37	38	20	11	10	10	404	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
S¶n Vò	0	5	0	1			238				enemy040	0	0	0	0	0	37	38	20	11	10	10	408	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
S¶n Vò	0	5	1	1			238				enemy040	0	0	0	0	0	37	38	20	11	10	10	402	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
S¶n Vò	0	5	2	1			238				enemy040	0	0	0	0	0	37	38	20	11	10	10	405	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
S¶n Vò	0	5	3	1			238				enemy040	0	0	0	0	0	37	38	20	11	10	10	403	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	350	40	350	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
S¶n Vò	0	5	4	1			238				enemy040	0	0	0	0	0	37	38	20	11	10	10	404	4	406	5	406	5	406	5					1	3000	32000	1	1000	0	0	0	6	6	25	25	300	40	400	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	36	100		12	0	10	0	0		
Long Ngò	3	6	0								enemy199	0	0	0	0	0	24	49																		1	50	100	10	10	1500	1500			25	25	300	100	400	1	35	100	0	0	0	100	0			0	0	0	0	0	50	50	50	50	50	1	100		25						
NhÝm	0	5	0	1			61				ani019	0	0	0	0	0	37	38	20	11	10	10	406	1	406	1	406	1	406	1					1	1	300	2	100	0	0	0	6	6	25	25	350	10	350	3	35	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	200	75		25	2	0	0	0		
M¹c SÇu	3	6	0								enemy173	0	0	0	0	0	24	49																		1	50	100	10	10	1500	1500			25	25	300	100	400	1	35	100	0	0	0	100	0			0	0	0	0	0	50	50	50	50	50	1	100		25						
Lý M¹c SÇu	0	5	1	6			257				enemy173	0	0	0	0	0	24	33	20	11	10	10	71	2	74	2	71	2	74	2						1	250000	10	5000	1000	100	100	20	20	18	18	700	80	400	1	35	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	2160	100		6	2	0	0	0		
Ng¹o V©n T«ng 	3	6	0								enemy202	0	0	0	0	0	24	49																		1	50	100	10	10	1500	1500			25	25	300	100	400	1	35	100	0	0	0	100	0			0	0	0	0	0	50	50	50	50	50	1	100		25						
NhÝm Chóa	0	5	4	1			61				ani019	0	0	0	0	0	37	38	20	11	10	10	406	10	406	10	406	10	406	10					1	1	250000	2	100	0	0	0	6	6	25	25	350	10	350	3	35	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	90	75		25	2	0	0	0		
¡n mµy	3	6	0								passerby112	0	0	0	0	0	24	49																		1	50	100	10	10	1500	1500			25	25	300	100	400	1	35	100	0	0	0	100	0			0	0	0	0	0	50	50	50	50	50	1	100		25						
LiÔu Nam V©n 	3	6	0								enemy203	0	0	0	0	0	24	49																		1	50	100	10	10	1500	1500			25	25	300	100	400	1	35	100	0	0	0	100	0			0	0	0	0	0	50	50	50	50	50	1	100		25						
Phã Nam B¨ng	3	6	0								enemy165	0	0	0	0	0	24	49																		1	50	100	10	10	1500	1500			25	25	300	100	400	1	35	100	0	0	0	100	0			0	0	0	0	0	50	50	50	50	50	1	100		25						
Ninh T­íng Qu©n	0	5	2	1			61				enemy017	0	0	0	0	0	37	38	20	11	10	10	128	5	362	5	128	5	362	5					1	1	500000	2	100	0	0	0	6	6	25	25	350	10	350	3	35	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	90	75		25	2	0	0	0		
L­ ThiÖn T­îng	0	5	2	1			61				enemy127	0	0	0	0	0	37	38	20	11	10	10	382	5	165	5	165	5	382	5					1	1	500000	2	100	0	0	0	6	6	25	25	350	10	350	3	35	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	2160	75		25	2	0	0	0		
V©n Nhi	3	6	0								passerby028	0	0	0	0	0	24	49																		1	50	100	10	10	1500	1500			25	25	300	100	400	1	35	100	0	0	0	100	0			0	0	0	0	0	50	50	50	50	50	1	100		25						
Th¸i C«ng C«ng	3	6	0								passerby059	0	0	0	0	0	24	49																		1	50	100	10	10	1500	1500			25	25	300	100	400	1	35	100	0	0	0	100	0			0	0	0	0	0	50	50	50	50	50	1	100		25						
TiÓu Kú Nhi 	0	5	3	1			61				enemy143	0	0	0	0	0	37	38	20	11	10	10	378	5	377	5	378	5	377	5					1	1	500000	2	100	0	0	0	6	6	25	25	350	10	350	3	35	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	2160	75		25	2	0	0	0		
H¹ HÇu Phôc	0	5	4	1			61				enemy050	0	0	0	0	0	37	38	20	11	10	10	384	5	385	5	384	5	385	5					1	1	500000	2	100	0	0	0	6	6	25	25	350	10	350	3	35	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	2160	75		25	2	0	0	0		
Tiªu s­ 	3	6	0								enemy088	0	0	0	0	0	24	49																		1	50	100	10	10	1500	1500			25	25	300	100	400	1	35	100	0	0	0	100	0			0	0	0	0	0	50	50	50	50	50	1	100		25						
An Bang Sø Gi¶	3	6	0				169				enemy060	0	0	0	0	0	31	31																		1											400		700		35																				100		25						
§Þnh Quèc Sø Gi¶	3	6	2	0							enemy060	0	0	0	0	0	36	40																		1															35																				100		12						
B¸o §èm	0	5	3	6			47				ani005	0	0	0	0	0	37	38	20	11	10	10	406	2	406	2	406	2	406	2					1	1	1700	3	300	0	0	0	6	6	25	25	300	10	400	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	9999999	100	\settings\droprate\boss3x.ini	12	0		0	0		
B¸o §èm	0	5	4	6			47				ani005	0	0	0	0	0	37	38	20	11	10	10	406	2	406	2	406	2	406	2					1	1	1700	3	300	0	0	0	6	6	25	25	300	10	400	1	35	25	25	25	20	10	50	0	0	0	0	0	0	0	50	50	50	50	50	9999999	100	\settings\droprate\boss3x.ini	12	0		0	0		
