Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	TypeItem	GroupItem	Level	Series	Type1	Min1	Max1	Type2	Min2	Max2	Type3	Min3	Max3	Type4	Min4	Max4	Type5	Min5	Max5	Type6	Min6	Max6
Hoµng §ång Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash13.spr	33	2	1	"D©y l­ng b»ng §ång ®á, nhÑ nh­ng ch¾c ch¾n. "		800	3	0	30	42	42	31	15	15																36	14	32	59									0																					
ThiÕt Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash14.spr	33	2	1	"D©y l­ng b»ng s¾t, bÒn v÷ng v« song. "		1233	4	0	30	56	56	31	15	15																36	20	32	74									0																					
Tinh §ång Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash15.spr	33	2	1	"D©y l­ng b»ng §ång, tuy ch¾c ch¾n nh­ng l¹i kh«ng ®Ñp. "		1800	5	0	30	70	70	31	15	15																36	27	32	89									0																					
Ng©n Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	"Day l­ng b»ng B¹ch Ng©n, võa dÎo võa ch¾c. "		2466	6	0	30	84	84	31	15	15																36	33	32	104									0																					
MËt Ng©n Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash17.spr	33	2	1	"KÕt hîp gi÷a B¹ch ng©n vµ B¹ch Kim, kh¶ n¨ng phßng ngù rÊt tèt. "		3266	7	0	30	98	98	31	15	15																36	40	32	119									0																					
Kim Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	"Hoµng Kim Yªu §¸i, kh«ng chØ ®Ñp mµ cßn cã kh¶ n¨ng phßng ngù. "		4666	8	0	30	112	112	31	15	15																36	47	32	134									0																					
¤ Ng©n Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash19.spr	33	2	1	"§­îc lµm tõ l«ng Kim ¤, cùc kú hiÕm, tÝnh dÎo siªu viÖt. "		5666	9	0	30	126	126	31	15	15																36	54	32	149									0																					
B¹ch Kim Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	"Lµm tõ lo¹i B¹ch Kim cùc kú quý hiÖm, kh¶ n¨ng phßng ngù h¬n h¼ng c¸c hîp kim kh¸c. "		3333	10	0	30	140	140	31	15	15																36	60											0																					
Kim Phong §o¹t Hån Ngäc §¸i	0	6	2	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	1	0	30	140	140	31	70	70																36	50											1	1	5	4	85	80	80	106	20	20	89	80	80									
Kim Phong §o¹t Hån Ngäc §¸i	0	6	2	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	2	0	30	140	140	31	70	70																36	50											1	1	5	4	85	80	120	106	20	30	89	80	120									
Kim Phong §o¹t Hån Ngäc §¸i	0	6	2	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	3	0	30	140	140	31	70	70																36	50											1	1	5	4	85	80	120	106	20	30	89	80	120									
Kim Phong §o¹t Hån Ngäc §¸i	0	6	2	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	4	0	30	140	140	31	70	70																36	50											1	1	5	4	85	80	120	106	20	30	89	80	120									
Kim Phong §o¹t Hån Ngäc §¸i	0	6	2	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	5	0	30	140	140	31	70	70																36	50											1	1	5	4	85	80	120	106	20	30	89	80	120									
Kim Phong §o¹t Hån Ngäc §¸i	0	6	2	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	6	0	30	140	140	31	70	70																36	50											1	1	5	4	85	80	120	106	20	30	89	80	120									
Kim Phong §o¹t Hån Ngäc §¸i	0	6	2	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	7	0	30	140	140	31	70	70																36	50											1	1	5	4	85	80	120	106	20	30	89	80	120									
Kim Phong §o¹t Hån Ngäc §¸i	0	6	2	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	8	0	30	140	140	31	70	70																36	50											1	1	5	4	85	80	120	106	20	30	89	80	120									
Kim Phong §o¹t Hån Ngäc §¸i	0	6	2	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	9	0	30	140	140	31	70	70																36	50											1	1	5	4	85	80	120	106	20	30	89	80	120									
Kim Phong §o¹t Hån Ngäc §¸i	0	6	2	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	10	0	30	140	140	31	70	70																36	50											1	1	5	4	85	80	120	106	20	30	89	80	120									
§Þnh Quèc Ng©n TÇm Yªu §¸i	0	6	3	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	1	0	30	140	160	31	500	500																36	75											1	5	5	4	85	-50	50	108	40	40												
§Þnh Quèc Ng©n TÇm Yªu §¸i	0	6	3	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	2	0	30	140	160	31	500	500																36	75											1	5	5	4	85	-50	50	108	43	43												
§Þnh Quèc Ng©n TÇm Yªu §¸i	0	6	3	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	3	0	30	140	160	31	500	500																36	75											1	5	5	4	85	-50	50	108	45	45												
§Þnh Quèc Ng©n TÇm Yªu §¸i	0	6	3	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	4	0	30	140	160	31	500	500																36	75											1	5	5	4	85	-50	50	108	50	50												
§Þnh Quèc Ng©n TÇm Yªu §¸i	0	6	3	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	5	0	30	140	160	31	500	500																36	75											1	5	5	4	85	-50	50	108	55	55												
§Þnh Quèc Ng©n TÇm Yªu §¸i	0	6	3	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	6	0	30	140	160	31	500	500																36	75											1	5	5	4	85	-50	50	108	60	60												
§Þnh Quèc Ng©n TÇm Yªu §¸i	0	6	3	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	7	0	30	140	160	31	500	500																36	75											1	5	5	4	85	-50	50	108	65	65												
§Þnh Quèc Ng©n TÇm Yªu §¸i	0	6	3	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	8	0	30	140	160	31	500	500																36	75											1	5	5	4	85	-50	50	108	70	70												
§Þnh Quèc Ng©n TÇm Yªu §¸i	0	6	3	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	9	0	30	140	160	31	500	500																36	75											1	5	5	4	85	-50	50	108	75	75												
§Þnh Quèc Ng©n TÇm Yªu §¸i	0	6	3	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	4	20000	10	0	30	140	160	31	500	500																36	75											1	5	5	4	85	-50	50	108	80	80												
Méng Long HuyÒn Ti Ph¸t §¸i 	0	6	4	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	160	160	31	500	500																36	90	32	135	39	0							1	6	10	0	85	160	160	106	40	40	1014	1	1	103	25	25	108	50	50	110	30	30
Méng Long HuyÒn Ti Ph¸t §¸i 	0	6	4	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	160	160	31	500	500																36	90	32	135	39	0							1	6	10	0	85	160	250	106	40	50	1014	1	3	103	25	30	108	50	80	110	30	50
Méng Long HuyÒn Ti Ph¸t §¸i 	0	6	4	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	160	160	31	500	500																36	90	32	135	39	0							1	6	10	0	85	160	250	106	40	50	1014	1	3	103	25	30	108	50	80	110	30	50
Méng Long HuyÒn Ti Ph¸t §¸i 	0	6	4	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	160	160	31	500	500																36	90	32	135	39	0							1	6	10	0	85	160	250	106	40	50	1014	1	3	103	25	30	108	50	80	110	30	50
Méng Long HuyÒn Ti Ph¸t §¸i 	0	6	4	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	160	160	31	500	500																36	90	32	135	39	0							1	6	10	0	85	160	250	106	40	50	1014	1	3	103	25	30	108	50	80	110	30	50
Méng Long HuyÒn Ti Ph¸t §¸i 	0	6	4	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	6	0	30	160	160	31	500	500																36	90	32	135	39	0							1	6	10	0	85	160	250	106	40	50	1014	1	3	103	25	30	108	50	80	110	30	50
Méng Long HuyÒn Ti Ph¸t §¸i 	0	6	4	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	7	0	30	160	160	31	500	500																36	90	32	135	39	0							1	6	10	0	85	160	250	106	40	50	1014	1	3	103	25	30	108	50	80	110	30	50
Méng Long HuyÒn Ti Ph¸t §¸i 	0	6	4	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	8	0	30	160	160	31	500	500																36	90	32	135	39	0							1	6	10	0	85	160	250	106	40	50	1014	1	3	103	25	30	108	50	80	110	30	50
Méng Long HuyÒn Ti Ph¸t §¸i 	0	6	4	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	9	0	30	160	160	31	500	500																36	90	32	135	39	0							1	6	10	0	85	160	250	106	40	50	1014	1	3	103	25	30	108	50	80	110	30	50
Méng Long HuyÒn Ti Ph¸t §¸i 	0	6	4	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	10	0	30	160	160	31	500	500																36	90	32	135	39	0							1	6	10	0	85	160	250	106	40	50	1014	1	3	103	25	30	108	50	80	110	30	50
Tø Kh«ng Hé Ph¸p Yªu §¸i	0	6	5	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	160	160	31	500	500																36	90	32	135	39	0							1	7	10	3	85	120	120	106	40	40	1010	1	1	102	25	25	108	50	50	146	3	3
Tø Kh«ng Hé Ph¸p Yªu §¸i	0	6	5	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	160	160	31	500	500																36	90	32	135	39	0							1	7	10	3	85	120	200	106	40	50	1010	1	3	102	25	30	108	50	80	146	3	5
Tø Kh«ng Hé Ph¸p Yªu §¸i	0	6	5	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	160	160	31	500	500																36	90	32	135	39	0							1	7	10	3	85	120	200	106	40	50	1010	1	3	102	25	30	108	50	80	146	3	5
Tø Kh«ng Hé Ph¸p Yªu §¸i	0	6	5	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	160	160	31	500	500																36	90	32	135	39	0							1	7	10	3	85	120	200	106	40	50	1010	1	3	102	25	30	108	50	80	146	3	5
Tø Kh«ng Hé Ph¸p Yªu §¸i	0	6	5	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	160	160	31	500	500																36	90	32	135	39	0							1	7	10	3	85	120	200	106	40	50	1010	1	3	102	25	30	108	50	80	146	3	5
Tø Kh«ng Hé Ph¸p Yªu §¸i	0	6	5	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	6	0	30	160	160	31	500	500																36	90	32	135	39	0							1	7	10	3	85	120	200	106	40	50	1010	1	3	102	25	30	108	50	80	146	3	5
Tø Kh«ng Hé Ph¸p Yªu §¸i	0	6	5	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	7	0	30	160	160	31	500	500																36	90	32	135	39	0							1	7	10	3	85	120	200	106	40	50	1010	1	3	102	25	30	108	50	80	146	3	5
Tø Kh«ng Hé Ph¸p Yªu §¸i	0	6	5	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	8	0	30	160	160	31	500	500																36	90	32	135	39	0							1	7	10	3	85	120	200	106	40	50	1010	1	3	102	25	30	108	50	80	146	3	5
Tø Kh«ng Hé Ph¸p Yªu §¸i	0	6	5	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	9	0	30	160	160	31	500	500																36	90	32	135	39	0							1	7	10	3	85	120	200	106	40	50	1010	1	3	102	25	30	108	50	80	146	3	5
Tø Kh«ng Hé Ph¸p Yªu §¸i	0	6	5	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	10	0	30	160	160	31	500	500																36	90	32	135	39	0							1	7	10	3	85	120	200	106	40	50	1010	1	3	102	25	30	108	50	80	146	3	5
Phôc Ma ¤ Kim NhuyÔn §iÒu 	0	6	6	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	160	160	31	500	500																36	90	32	135	39	0							1	8	10	0	85	120	120	106	40	40	1010	1	1	102	25	25	89	120	120	110	40	40
Phôc Ma ¤ Kim NhuyÔn §iÒu 	0	6	6	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	160	160	31	500	500																36	90	32	135	39	0							1	8	10	0	85	120	200	106	40	50	1010	1	3	102	25	30	89	120	200	110	40	50
Phôc Ma ¤ Kim NhuyÔn §iÒu 	0	6	6	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	160	160	31	500	500																36	90	32	135	39	0							1	8	10	0	85	120	200	106	40	50	1010	1	3	102	25	30	89	120	200	110	40	50
Phôc Ma ¤ Kim NhuyÔn §iÒu 	0	6	6	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	160	160	31	500	500																36	90	32	135	39	0							1	8	10	0	85	120	200	106	40	50	1010	1	3	102	25	30	89	120	200	110	40	50
Phôc Ma ¤ Kim NhuyÔn §iÒu 	0	6	6	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	160	160	31	500	500																36	90	32	135	39	0							1	8	10	0	85	120	200	106	40	50	1010	1	3	102	25	30	89	120	200	110	40	50
Phôc Ma ¤ Kim NhuyÔn §iÒu 	0	6	6	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	6	0	30	160	160	31	500	500																36	90	32	135	39	0							1	8	10	0	85	120	200	106	40	50	1010	1	3	102	25	30	89	120	200	110	40	50
Phôc Ma ¤ Kim NhuyÔn §iÒu 	0	6	6	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	7	0	30	160	160	31	500	500																36	90	32	135	39	0							1	8	10	0	85	120	200	106	40	50	1010	1	3	102	25	30	89	120	200	110	40	50
Phôc Ma ¤ Kim NhuyÔn §iÒu 	0	6	6	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	8	0	30	160	160	31	500	500																36	90	32	135	39	0							1	8	10	0	85	120	200	106	40	50	1010	1	3	102	25	30	89	120	200	110	40	50
Phôc Ma ¤ Kim NhuyÔn §iÒu 	0	6	6	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	9	0	30	160	160	31	500	500																36	90	32	135	39	0							1	8	10	0	85	120	200	106	40	50	1010	1	3	102	25	30	89	120	200	110	40	50
Phôc Ma ¤ Kim NhuyÔn §iÒu 	0	6	6	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	10	0	30	160	160	31	500	500																36	90	32	135	39	0							1	8	10	0	85	120	200	106	40	50	1010	1	3	102	25	30	89	120	200	110	40	50
KÕ NghiÖp B¹ch Hæ V« Song KhÊu 	0	6	7	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	160	160	31	500	500																36	90	32	135	39	1							1	9	10	4	85	120	120	106	40	40	1030	1	1	102	25	25	108	50	50	1036	1	1
KÕ NghiÖp B¹ch Hæ V« Song KhÊu 	0	6	7	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	160	160	31	500	500																36	90	32	135	39	1							1	9	10	4	85	120	200	106	40	50	1030	1	3	102	25	30	108	50	80	1036	1	3
KÕ NghiÖp B¹ch Hæ V« Song KhÊu 	0	6	7	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	160	160	31	500	500																36	90	32	135	39	1							1	9	10	4	85	120	200	106	40	50	1030	1	3	102	25	30	108	50	80	1036	1	3
KÕ NghiÖp B¹ch Hæ V« Song KhÊu 	0	6	7	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	160	160	31	500	500																36	90	32	135	39	1							1	9	10	4	85	120	200	106	40	50	1030	1	3	102	25	30	108	50	80	1036	1	3
KÕ NghiÖp B¹ch Hæ V« Song KhÊu 	0	6	7	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	160	160	31	500	500																36	90	32	135	39	1							1	9	10	4	85	120	200	106	40	50	1030	1	3	102	25	30	108	50	80	1036	1	3
KÕ NghiÖp B¹ch Hæ V« Song KhÊu 	0	6	7	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	6	0	30	160	160	31	500	500																36	90	32	135	39	1							1	9	10	4	85	120	200	106	40	50	1030	1	3	102	25	30	108	50	80	1036	1	3
KÕ NghiÖp B¹ch Hæ V« Song KhÊu 	0	6	7	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	7	0	30	160	160	31	500	500																36	90	32	135	39	1							1	9	10	4	85	120	200	106	40	50	1030	1	3	102	25	30	108	50	80	1036	1	3
KÕ NghiÖp B¹ch Hæ V« Song KhÊu 	0	6	7	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	8	0	30	160	160	31	500	500																36	90	32	135	39	1							1	9	10	4	85	120	200	106	40	50	1030	1	3	102	25	30	108	50	80	1036	1	3
KÕ NghiÖp B¹ch Hæ V« Song KhÊu 	0	6	7	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	9	0	30	160	160	31	500	500																36	90	32	135	39	1							1	9	10	4	85	120	200	106	40	50	1030	1	3	102	25	30	108	50	80	1036	1	3
KÕ NghiÖp B¹ch Hæ V« Song KhÊu 	0	6	7	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	10	0	30	160	160	31	500	500																36	90	32	135	39	1							1	9	10	4	85	120	200	106	40	50	1030	1	3	102	25	30	108	50	80	1036	1	3
H¸m Thiªn Uy Vò Thóc Yªu §¸i	0	6	8	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	160	160	31	500	500																36	90	32	135	39	1							1	10	10	4	85	120	120	106	40	40	1029	1	1	102	25	25	108	50	50	1036	1	1
H¸m Thiªn Uy Vò Thóc Yªu §¸i	0	6	8	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	160	160	31	500	500																36	90	32	135	39	1							1	10	10	4	85	120	200	106	40	50	1029	1	3	102	25	30	108	50	80	1036	1	3
H¸m Thiªn Uy Vò Thóc Yªu §¸i	0	6	8	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	160	160	31	500	500																36	90	32	135	39	1							1	10	10	4	85	120	200	106	40	50	1029	1	3	102	25	30	108	50	80	1036	1	3
