Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	TypeItem	GroupItem	Level	Series	Type1	Min1	Max1	Type2	Min2	Max2	Type3	Min3	Max3	Type4	Min4	Max4	Type5	Min5	Max5	Type6	Min6	Max6
Ng­u B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle11.spr	34	1	2	"Lµ lo¹i hé uyÓn th«ng th­êng b»ng da tr©u, ®ao kiÕm khã ®©m thñng. "		33	1	0	30	13	13	31	200	200																36	1	 	 	 	 			38	0			0																					
Lang B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle12.spr	34	1	2	"Lµm b»ng da sãi, mÒm dÎo linh ho¹t. "		100	2	0	30	22	22	31	200	200																36	8	32	20	 	 			38	0			0																					
¤ §»ng Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle13.spr	34	1	2	"KÕt tõ lo¹i d©y m©y 100 n¨m, r¾n ch¾c v« cïng. "		200	3	0	30	33	33	31	200	200																36	14	32	30	 	 			38	0			0																					
M·ng B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	"Lµm tõ da M·ng xµ, ®Ñp vµ ch¾c v« cïng. "		333	4	0	30	45	45	31	200	200																36	20	32	40	 	 			38	0			0																					
Ng¹c B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle15.spr	34	1	2	"Lµm tõ da c¸ sÊu, ®Ñp vµ ch¾c v« cïng, cã thÓ dïng lµm binh khÝ. "		600	5	0	30	56	56	31	200	200																36	27	32	50	 	 			38	0			0																					
T­îng B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	"Lµm tõ da voi, võa dÎo võa ch¾c. "		866	6	0	30	67	67	31	200	200																36	33	32	60	 	 			38	0			0																					
Sa B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	"Lµm tõ da c¸ mËp, ®ao tªn khã mµ xuyªn thñng. "		1200	7	0	30	78	78	31	200	200																36	40	32	70	 	 			38	0			0																					
Tª Gi¸c Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	"Lµm tõ da Tª Gi¸c, ®ao kiÕm th­êng khã mµ xuyªn thñng. "		1633	8	0	30	89	89	31	200	200																36	47	32	80	 	 			38	0			0																					
Long L©n Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	"Lµm tõ da Gi¶i Long, cã thÓ b¶o vÖ cho toµn c¸nh tay. "		2133	9	0	30	100	100	31	200	200																36	54	32	90	 	 			38	0			0																					
Thiªn TÇm Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	"KÕt b»ng t¬ Thiªn TÇm, ®ao th­¬ng bÊt nhËp, kh«ng sî löa. "		1350	10	0	30	111	111	31	200	200																36	60							38	0			0																					
Kim Phong HËu NghÖ DÉn Cung	0	8	2	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	111	111	31	70	70																36	50											1	1	5	3	85	80	80	104	5	5	89	80	80									
Kim Phong HËu NghÖ DÉn Cung	0	8	2	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	111	111	31	70	70																36	50											1	1	5	3	85	80	120	104	5	8	89	80	120									
Kim Phong HËu NghÖ DÉn Cung	0	8	2	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	111	111	31	70	70																36	50											1	1	5	3	85	80	120	104	5	8	89	80	120									
Kim Phong HËu NghÖ DÉn Cung	0	8	2	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	111	111	31	70	70																36	50											1	1	5	3	85	80	120	104	5	8	89	80	120									
Kim Phong HËu NghÖ DÉn Cung	0	8	2	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	111	111	31	70	70																36	50											1	1	5	3	85	80	120	104	5	8	89	80	120									
Kim Phong HËu NghÖ DÉn Cung	0	8	2	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	111	111	31	70	70																36	50											1	1	5	3	85	80	120	104	5	8	89	80	120									
Kim Phong HËu NghÖ DÉn Cung	0	8	2	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	111	111	31	70	70																36	50											1	1	5	3	85	80	120	104	5	8	89	80	120									
Kim Phong HËu NghÖ DÉn Cung	0	8	2	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	111	111	31	70	70																36	50											1	1	5	3	85	80	120	104	5	8	89	80	120									
Kim Phong HËu NghÖ DÉn Cung	0	8	2	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	111	111	31	70	70																36	50											1	1	5	3	85	80	120	104	5	8	89	80	120									
Kim Phong HËu NghÖ DÉn Cung	0	8	2	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	111	111	31	70	70																36	50											1	1	5	3	85	80	120	104	5	8	89	80	120									
§Þnh Quèc Tö §»ng Hé UyÓn	0	8	3	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	111	122	31	500	500																36	80											1	5	5	3	85	-50	50	106	40	41												
§Þnh Quèc Tö §»ng Hé UyÓn	0	8	3	\spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	111	122	31	500	500																36	80											1	5	5	3	85	-50	50	106	42	42												
§Þnh Quèc Tö §»ng Hé UyÓn	0	8	3	\spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	111	122	31	500	500																36	80											1	5	5	3	85	-50	50	106	43	43												
§Þnh Quèc Tö §»ng Hé UyÓn	0	8	3	\spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	111	122	31	500	500																36	80											1	5	5	3	85	-50	50	106	44	44												
§Þnh Quèc Tö §»ng Hé UyÓn	0	8	3	\spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	111	122	31	500	500																36	80											1	5	5	3	85	-50	50	106	45	45												
§Þnh Quèc Tö §»ng Hé UyÓn	0	8	3	\spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	111	122	31	500	500																36	80											1	5	5	3	85	-50	50	106	46	46												
§Þnh Quèc Tö §»ng Hé UyÓn	0	8	3	\spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	111	122	31	500	500																36	80											1	5	5	3	85	-50	50	106	47	47												
§Þnh Quèc Tö §»ng Hé UyÓn	0	8	3	\spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	111	122	31	500	500																36	80											1	5	5	3	85	-50	50	106	48	48												
§Þnh Quèc Tö §»ng Hé UyÓn	0	8	3	\spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	111	122	31	500	500																36	80											1	5	5	3	85	-50	50	106	49	49												
§Þnh Quèc Tö §»ng Hé UyÓn	0	8	3	\spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	111	122	31	500	500																36	80											1	5	5	3	85	-50	50	106	50	50												
Tø Kh«ng NhuyÔn B× Hé UyÓn 	0	8	4	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	135	135	31	500	500																36	90	32	110	39	0							1	7	10	1	85	120	120	110	30	30	1353	1	1	102	25	25	89	120	120	1019	1	1
Tø Kh«ng NhuyÔn B× Hé UyÓn 	0	8	4	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	135	135	31	500	500																36	90	32	110	39	0							1	7	10	1	85	120	200	110	30	50	1353	1	3	102	25	30	89	120	200	1019	1	3
Tø Kh«ng NhuyÔn B× Hé UyÓn 	0	8	4	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	135	135	31	500	500																36	90	32	110	39	0							1	7	10	1	85	120	200	110	30	50	1353	1	3	102	25	30	89	120	200	1019	1	3
Tø Kh«ng NhuyÔn B× Hé UyÓn 	0	8	4	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	135	135	31	500	500																36	90	32	110	39	0							1	7	10	1	85	120	200	110	30	50	1353	1	3	102	25	30	89	120	200	1019	1	3
Tø Kh«ng NhuyÔn B× Hé UyÓn 	0	8	4	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	135	135	31	500	500																36	90	32	110	39	0							1	7	10	1	85	120	200	110	30	50	1353	1	3	102	25	30	89	120	200	1019	1	3
Tø Kh«ng NhuyÔn B× Hé UyÓn 	0	8	4	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	135	135	31	500	500																36	90	32	110	39	0							1	7	10	1	85	120	200	110	30	50	1353	1	3	102	25	30	89	120	200	1019	1	3
Tø Kh«ng NhuyÔn B× Hé UyÓn 	0	8	4	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	135	135	31	500	500																36	90	32	110	39	0							1	7	10	1	85	120	200	110	30	50	1353	1	3	102	25	30	89	120	200	1019	1	3
Tø Kh«ng NhuyÔn B× Hé UyÓn 	0	8	4	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	135	135	31	500	500																36	90	32	110	39	0							1	7	10	1	85	120	200	110	30	50	1353	1	3	102	25	30	89	120	200	1019	1	3
Tø Kh«ng NhuyÔn B× Hé UyÓn 	0	8	4	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	135	135	31	500	500																36	90	32	110	39	0							1	7	10	1	85	120	200	110	30	50	1353	1	3	102	25	30	89	120	200	1019	1	3
Tø Kh«ng NhuyÔn B× Hé UyÓn 	0	8	4	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	135	135	31	500	500																36	90	32	110	39	0							1	7	10	1	85	120	200	110	30	50	1353	1	3	102	25	30	89	120	200	1019	1	3
KÕ NghiÖp Háa V©n Kú L©n Thñ 	0	8	5	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	135	135	31	500	500																36	90	32	110	39	1							1	9	10	3	43	-1	-1	205	1	1												
KÕ NghiÖp Háa V©n Kú L©n Thñ 	0	8	5	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	135	135	44	500	500																36	90	32	110	39	1							1	9	10	3	43	-1	-1	205	1	1												
KÕ NghiÖp Háa V©n Kú L©n Thñ 	0	8	5	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	135	135	44	500	500																36	90	32	110	39	1							1	9	10	3	43	-1	-1	205	1	1												
KÕ NghiÖp Háa V©n Kú L©n Thñ 	0	8	5	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	135	135	44	500	500																36	90	32	110	39	1							1	9	10	3	43	-1	-1	205	1	1												
KÕ NghiÖp Háa V©n Kú L©n Thñ 	0	8	5	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	135	135	44	500	500																36	90	32	110	39	1							1	9	10	3	43	-1	-1	205	1	1												
KÕ NghiÖp Háa V©n Kú L©n Thñ 	0	8	5	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	135	135	44	500	500																36	90	32	110	39	1							1	9	10	3	43	-1	-1	205	1	1												
KÕ NghiÖp Háa V©n Kú L©n Thñ 	0	8	5	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	135	135	44	500	500																36	90	32	110	39	1							1	9	10	3	43	-1	-1	205	1	1												
KÕ NghiÖp Háa V©n Kú L©n Thñ 	0	8	5	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	135	135	44	500	500																36	90	32	110	39	1							1	9	10	3	43	-1	-1	205	1	1												
KÕ NghiÖp Háa V©n Kú L©n Thñ 	0	8	5	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	135	135	44	500	500																36	90	32	110	39	1							1	9	10	3	43	-1	-1	205	1	1												
KÕ NghiÖp Háa V©n Kú L©n Thñ 	0	8	5	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	135	135	44	500	500																36	90	32	110	39	1							1	9	10	3	43	-1	-1	205	1	1												
H¸m Thiªn Hæ §Çu KhÊn Thóc UyÓn 	0	8	6	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	135	135	31	500	500																36	90	32	110	39	1							1	10	10	3	43	-1	-1	205	1	1												
H¸m Thiªn Hæ §Çu KhÊn Thóc UyÓn 	0	8	6	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	135	135	44	500	500																36	90	32	110	39	1							1	10	10	3	43	-1	-1	205	1	1												
H¸m Thiªn Hæ §Çu KhÊn Thóc UyÓn 	0	8	6	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	135	135	44	500	500																36	90	32	110	39	1							1	10	10	3	43	-1	-1	205	1	1												
H¸m Thiªn Hæ §Çu KhÊn Thóc UyÓn 	0	8	6	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	135	135	44	500	500																36	90	32	110	39	1							1	10	10	3	43	-1	-1	205	1	1												
H¸m Thiªn Hæ §Çu KhÊn Thóc UyÓn 	0	8	6	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	135	135	44	500	500																36	90	32	110	39	1							1	10	10	3	43	-1	-1	205	1	1												
H¸m Thiªn Hæ §Çu KhÊn Thóc UyÓn 	0	8	6	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	135	135	44	500	500																36	90	32	110	39	1							1	10	10	3	43	-1	-1	205	1	1												
H¸m Thiªn Hæ §Çu KhÊn Thóc UyÓn 	0	8	6	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	135	135	44	500	500																36	90	32	110	39	1							1	10	10	3	43	-1	-1	205	1	1												
H¸m Thiªn Hæ §Çu KhÊn Thóc UyÓn 	0	8	6	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	135	135	44	500	500																36	90	32	110	39	1							1	10	10	3	43	-1	-1	205	1	1												
H¸m Thiªn Hæ §Çu KhÊn Thóc UyÓn 	0	8	6	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	135	135	44	500	500																36	90	32	110	39	1							1	10	10	3	43	-1	-1	205	1	1												
H¸m Thiªn Hæ §Çu KhÊn Thóc UyÓn 	0	8	6	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	135	135	44	500	500																36	90	32	110	39	1							1	10	10	3	43	-1	-1	205	1	1												
Ngù Long TÊn Phong Hé UyÓn 	0	8	7	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	135	135	31	500	500																36	90	32	110	39	1							1	11	10	3	85	120	120	1342	1	1	1037	1	1	102	25	25	98	8	8	1032	1	1
Ngù Long TÊn Phong Hé UyÓn 	0	8	7	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	135	135	31	500	500																36	90	32	110	39	1							1	11	10	3	85	120	200	1342	1	3	1037	1	3	102	25	30	98	8	12	1032	1	3
Ngù Long TÊn Phong Hé UyÓn 	0	8	7	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	135	135	31	500	500																36	90	32	110	39	1							1	11	10	3	85	120	200	1342	1	3	1037	1	3	102	25	30	98	8	12	1032	1	3
Ngù Long TÊn Phong Hé UyÓn 	0	8	7	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	135	135	31	500	500																36	90	32	110	39	1							1	11	10	3	85	120	200	1342	1	3	1037	1	3	102	25	30	98	8	12	1032	1	3
Ngù Long TÊn Phong Hé UyÓn 	0	8	7	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	135	135	31	500	500																36	90	32	110	39	1							1	11	10	3	85	120	200	1342	1	3	1037	1	3	102	25	30	98	8	12	1032	1	3
Ngù Long TÊn Phong Hé UyÓn 	0	8	7	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	135	135	31	500	500																36	90	32	110	39	1							1	11	10	3	85	120	200	1342	1	3	1037	1	3	102	25	30	98	8	12	1032	1	3
Ngù Long TÊn Phong Hé UyÓn 	0	8	7	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	135	135	31	500	500																36	90	32	110	39	1							1	11	10	3	85	120	200	1342	1	3	1037	1	3	102	25	30	98	8	12	1032	1	3
Ngù Long TÊn Phong Hé UyÓn 	0	8	7	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	135	135	31	500	500																36	90	32	110	39	1							1	11	10	3	85	120	200	1342	1	3	1037	1	3	102	25	30	98	8	12	1032	1	3
Ngù Long TÊn Phong Hé UyÓn 	0	8	7	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	135	135	31	500	500																36	90	32	110	39	1							1	11	10	3	85	120	200	1342	1	3	1037	1	3	102	25	30	98	8	12	1032	1	3
Ngù Long TÊn Phong Hé UyÓn 	0	8	7	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	135	135	31	500	500																36	90	32	110	39	1							1	11	10	3	85	120	200	1342	1	3	1037	1	3	102	25	30	98	8	12	1032	1	3
§Þa Ph¸ch KhÊu T©m Tr¹c 	0	8	8	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	111	111	31	500	500																36	90	32	90	39	2							1	12	10	2	85	200	200	106	40	40	1436	1	1	104	25	25	89	120	120	110	30	30
§Þa Ph¸ch KhÊu T©m Tr¹c 	0	8	8	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	111	111	31	500	500																36	90	32	90	39	2							1	12	10	2	85	200	300	106	40	50	1436	1	3	104	25	30	89	120	200	110	30	50
§Þa Ph¸ch KhÊu T©m Tr¹c 	0	8	8	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	111	111	31	500	500																36	90	32	90	39	2							1	12	10	2	85	200	300	106	40	50	1436	1	3	104	25	30	89	120	200	110	30	50
§Þa Ph¸ch KhÊu T©m Tr¹c 	0	8	8	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	111	111	31	500	500																36	90	32	90	39	2							1	12	10	2	85	200	300	106	40	50	1436	1	3	104	25	30	89	120	200	110	30	50
