Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	TypeItem	GroupItem	Level	Series	Type1	Min1	Max1	Type2	Min2	Max2	Type3	Min3	Max3	Type4	Min4	Max4	Type5	Min5	Max5	Type6	Min6	Max6
Phi La Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	Lo¹i giµy th­îng ®¼ng tinh chÕ tõ cá §»ng Méng vµ t¬ diÒu. 		1200	5	0	30	70	70	31	20	20																36	29	32	89	 	 			38	0			0																					
Lôc Thóy Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	Giµy lµm tõ t¬ tróc. 		1666	6	0	30	84	84	31	20	20																36	35	32	104	 	 			38	0			0																					
Hæ B× Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Lo¹i giµy may tõ da hæ tr¾ng hiÕm thÊy. 		2166	7	0	30	98	98	31	20	20																36	42	32	119	 	 			38	0			0																					
Tª B× Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	"Lo¹i giµy th­îng ®¼ng, tinh chÕ tõ lôa vµ da tª gi¸c. "		3000	8	0	30	112	112	31	20	20																36	49	32	134	 	 			38	0			0																					
Long L©n Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	"MÆc dï gäi lµ Long L©n Ngoa, nh­ng thùc chÊt chØ lµ da cña Gi¶i Long-Da cña c¸ sÊu may thµnh."		4000	9	0	30	126	126	31	20	20																36	56	32	149	 	 			38	0			0																					
Thiªn Tµm Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	"Dïng Lo¹i t¬ Thiªn TÇm th­îng ®¼ng may thµnh, tÝnh dÎo cùa cao. "		4833	10	0	30	140	140	31	20	20																36	62	32	164	 	 			38	0			0																					
Tó Ngoa	0	5	2	\spr\item\equip\boots\obj-shoes11.spr	27	2	2	"Lµ lo¹i hµi th«ng th­êng, ë ®©u còng thÊy. "		23	1	0	30	7	7	31	20	20																36	1	32	20	 	 			38	1			0																					
L¨ng T¬ Ngoa	0	5	2	\spr\item\equip\boots\obj-shoes11.spr	27	2	2	Lµ lo¹i giµy dïng Lo¹i t¬ th­îng ®¼ng may thµnh. 		86	2	0	30	12	12	31	20	20																36	8	32	29	 	 			38	1			0																					
GÊm hµi	0	5	2	\spr\item\equip\boots\obj-shoes12.spr	27	2	2	"Lo¹i giµy cña n÷ giíi, ®­îc may tõ gÊm th­îng h¹ng. "		216	3	0	30	18	18	31	20	20																36	14	32	39	 	 			38	1			0																					
Uyªn ¦¬ng Ngoa	0	5	2	\spr\item\equip\boots\obj-shoes12.spr	27	2	2	Lo¹i giµy cã thªu h×nh hoa b­ím. 		333	4	0	30	24	24	31	20	20																36	20	32	49	 	 			38	1			0																					
Toan Ngoa	0	5	2	\spr\item\equip\boots\obj-shoes13.spr	27	2	2	"Dïng lo¹i t¬ danh tiÕng chÕ thµnh, ®é dÎo cùc cao. "		533	5	0	30	30	30	31	20	20																36	27	32	59	 	 			38	1			0																					
L©m Ngäc hµi	0	5	2	\spr\item\equip\boots\obj-shoes13.spr	27	2	2	"Lo¹i giµy tõ t¬ th­îng ®¼ng, mµu s¾c tr¾ng xanh rÊt ®Ñp m¾t. "		833	6	0	30	36	36	31	20	20																36	33	32	69	 	 			38	1			0																					
Liªn Phong Ngoa	0	5	2	\spr\item\equip\boots\obj-shoes14.spr	27	2	2	"Lo¹i giµy tõ t¬ th­îng ®¼ng, dµnh cho n÷ giíi. "		1100	7	0	30	42	42	31	20	20																36	40	32	79	 	 			38	1			0																					
Ph¹m Hång Ngoa	0	5	2	\spr\item\equip\boots\obj-shoes14.spr	27	2	2	Lµ lo¹i giµy th­êng dïng trong nhµ PhËt. 		1283	8	0	30	48	48	31	20	20																36	47	32	89	 	 			38	1			0																					
B¹ch Chu ngoa	0	5	2	\spr\item\equip\boots\obj-shoes15.spr	27	2	2	Lo¹i giµy ®­îc may tõ lôa ®iÒu vµ t¬ Thiªn TÇm. 		1666	9	0	30	54	54	31	20	20																36	54	32	99	 	 			38	1			0																					
Kim Lò hµi	0	5	2	\spr\item\equip\boots\obj-shoes15.spr	27	2	2	Dïng t¬ Thiªn TÇm vµ c¸c sîi vµng máng may thµnh. 		2133	10	0	30	60	60	31	20	20																36	60	32	109	 	 			38	1			0																					
Léc B× ngoa	0	5	3	\spr\item\equip\boots\obj-shoes16.spr	27	2	2	Lo¹i giµy ®­îc may tõda Nai tr¾ng. 		50	1	0	30	17	17	31	20	20																36	3	32	30	 	 			38	1			0																					
Kþ hµi	0	5	3	\spr\item\equip\boots\obj-shoes16.spr	27	2	2	Dïng nh÷ng lo¹i thùc vËt th­îng ®¼ng may thµnh. 		200	2	0	30	28	28	31	20	20																36	10	32	44	 	 			38	1			0																					
Ng©n §o¹n ngoa	0	5	3	\spr\item\equip\boots\obj-shoes17.spr	27	2	2	Lo¹i giµy may tõ c¸c thø lôa th«ng th­êng. 		466	3	0	30	42	42	31	20	20																36	16	32	59	 	 			38	1			0																					
Phï Dung ngoa	0	5	3	\spr\item\equip\boots\obj-shoes17.spr	27	2	2	Dïng nh÷ng lo¹i lôa th­îng ®¼ng may thµnh. 		800	4	0	30	56	56	31	20	20																36	22	32	74	 	 			38	1			0																					
Háa T­êng Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes18.spr	27	2	2	Lo¹i giµy may tõ gÊm ®á. 		1200	5	0	30	70	70	31	20	20																36	29	32	89	 	 			38	1			0																					
Môc V©n ngoa	0	5	3	\spr\item\equip\boots\obj-shoes18.spr	27	2	2	May tõ vá c©y vµ c¸c lo¹i t¬ th­îng ®¼ng. 		1666	6	0	30	84	84	31	20	20																36	35	32	104	 	 			38	1			0																					
X­¬ng Hoµn ngoa	0	5	3	\spr\item\equip\boots\obj-shoes19.spr	27	2	2	Lo¹i giµy bÝ truyÒn ®­îc lµm tõ lôa t¬ hoµn. 		2166	7	0	30	98	98	31	20	20																36	42	32	119	 	 			38	1			0																					
TuyÕt Doanh ngoa	0	5	3	\spr\item\equip\boots\obj-shoes19.spr	27	2	2	§­îc lµm tõ t¬ Thiªn TÇm vµ t¬ B¹ch Ng©n. 		3000	8	0	30	112	112	31	20	20																36	49	32	134	 	 			38	1			0																					
SÝnh Sa ngoa	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	"Dïng c¸c lo¹i t¬ cùc nhÑ chÕ thµnh, ®é dÎo rÊt cao. "		4000	9	0	30	126	126	31	20	20																36	56	32	149	 	 			38	1			0																					
Phi Phông ngoa	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	"Theo truyÒn thuyÕt lo¹i giµy nµy ®­îc may tõ l«ng chim Phông Hoµng , cã thÓ cìi m©y, ®i trªn mÆt n­íc. "		5000	10	0	30	140	140	31	20	20																36	62							38	1			0																					
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	4	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	20000	1	0	30	140	140	31	75	75																36	30											1	1	5	4	85	200	200	105	15	15	111	30	30									
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	4	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	20000	2	0	30	140	140	31	75	75																36	30											1	1	5	4	85	120	200	105	5	15	111	20	30									
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	4	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	20000	3	0	30	140	140	31	75	75																36	30											1	1	5	4	85	120	200	105	5	15	111	20	30									
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	4	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	20000	4	0	30	140	140	31	75	75																36	30											1	1	5	4	85	120	200	105	5	15	111	20	30									
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	4	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	20000	5	0	30	140	140	31	75	75																36	30											1	1	5	4	85	120	200	105	5	15	111	20	30									
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	4	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	20000	6	0	30	140	140	31	75	75																36	30											1	1	5	4	85	120	200	105	5	15	111	20	30									
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	4	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	20000	7	0	30	140	140	31	75	75																36	30											1	1	5	4	85	120	200	105	5	15	111	20	30									
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	4	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	20000	8	0	30	140	140	31	75	75																36	30											1	1	5	4	85	120	200	105	5	15	111	20	30									
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	4	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	20000	9	0	30	140	140	31	75	75																36	30											1	1	5	4	85	120	200	105	5	15	111	20	30									
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	4	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	20000	10	0	30	140	140	31	75	75																36	30											1	1	5	4	85	120	200	105	5	15	111	20	30									
§Þnh Quèc XÝch QuyÒn NhuyÔn Ngoa	0	5	5	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	150	150	31	75	75																36	80											1	5	5	1	111	36	36	85	120	200												
§Þnh Quèc XÝch QuyÒn NhuyÔn Ngoa	0	5	5	\spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	150	150	31	75	75																36	80											1	5	5	1	111	37	37	85	120	200												
§Þnh Quèc XÝch QuyÒn NhuyÔn Ngoa	0	5	5	\spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	150	150	31	75	75																36	80											1	5	5	1	111	38	38	85	120	200												
§Þnh Quèc XÝch QuyÒn NhuyÔn Ngoa	0	5	5	\spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	150	150	31	75	75																36	80											1	5	5	1	111	39	39	85	120	200												
§Þnh Quèc XÝch QuyÒn NhuyÔn Ngoa	0	5	5	\spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	150	150	31	75	75																36	80											1	5	5	1	111	40	40	85	120	200												
§Þnh Quèc XÝch QuyÒn NhuyÔn Ngoa	0	5	5	\spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	150	150	31	75	75																36	80											1	5	5	1	111	41	41	85	120	200												
§Þnh Quèc XÝch QuyÒn NhuyÔn Ngoa	0	5	5	\spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	150	150	31	75	75																36	80											1	5	5	1	111	42	42	85	120	200												
§Þnh Quèc XÝch QuyÒn NhuyÔn Ngoa	0	5	5	\spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	150	150	31	75	75																36	80											1	5	5	1	111	43	43	85	120	200												
§Þnh Quèc XÝch QuyÒn NhuyÔn Ngoa	0	5	5	\spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	150	150	31	75	75																36	80											1	5	5	1	111	44	44	85	120	200												
§Þnh Quèc XÝch QuyÒn NhuyÔn Ngoa	0	5	5	\spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	150	150	31	75	75																36	80											1	5	5	1	111	45	45	85	120	200												
Méng Long §¹t Ma T¨ng Hµi 	0	5	6	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	160	160	31	75	75																36	90	32	135	39	0							1	6	10	3	85	120	120	111	40	40	89	120	120	102	25	25						
Méng Long §¹t Ma T¨ng Hµi 	0	5	6	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	160	160	31	75	75																36	90	32	135	39	0							1	6	10	3	85	120	200	111	40	60	89	120	200	102	25	30						
Méng Long §¹t Ma T¨ng Hµi 	0	5	6	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	160	160	31	75	75																36	90	32	135	39	0							1	6	10	3	85	120	200	111	40	60	89	120	200	102	25	30						
Méng Long §¹t Ma T¨ng Hµi 	0	5	6	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	160	160	31	75	75																36	90	32	135	39	0							1	6	10	3	85	120	200	111	40	60	89	120	200	102	25	30						
Méng Long §¹t Ma T¨ng Hµi 	0	5	6	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	160	160	31	75	75																36	90	32	135	39	0							1	6	10	3	85	120	200	111	40	60	89	120	200	102	25	30						
Méng Long §¹t Ma T¨ng Hµi 	0	5	6	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	160	160	31	75	75																36	90	32	135	39	0							1	6	10	3	85	120	200	111	40	60	89	120	200	102	25	30						
Méng Long §¹t Ma T¨ng Hµi 	0	5	6	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	160	160	31	75	75																36	90	32	135	39	0							1	6	10	3	85	120	200	111	40	60	89	120	200	102	25	30						
Méng Long §¹t Ma T¨ng Hµi 	0	5	6	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	160	160	31	75	75																36	90	32	135	39	0							1	6	10	3	85	120	200	111	40	60	89	120	200	102	25	30						
Méng Long §¹t Ma T¨ng Hµi 	0	5	6	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	160	160	31	75	75																36	90	32	135	39	0							1	6	10	3	85	120	200	111	40	60	89	120	200	102	25	30						
Méng Long §¹t Ma T¨ng Hµi 	0	5	6	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	160	160	31	75	75																36	90	32	135	39	0							1	6	10	3	85	120	200	111	40	60	89	120	200	102	25	30						
Phôc Ma Phç §é T¨ng Hµi	0	5	7	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	160	160	31	75	75																36	90	32	135	39	0							1	8	10	2	85	120	120	1011	1	1	111	40	40	103	25	25	89	120	120	106	40	40
Phôc Ma Phç §é T¨ng Hµi	0	5	7	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	160	160	31	75	75																36	90	32	135	39	0							1	8	10	2	85	120	200	1011	1	3	111	40	60	103	25	30	89	120	200	106	40	50
Phôc Ma Phç §é T¨ng Hµi	0	5	7	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	160	160	31	75	75																36	90	32	135	39	0							1	8	10	2	85	120	200	1011	1	3	111	40	60	103	25	30	89	120	200	106	40	50
Phôc Ma Phç §é T¨ng Hµi	0	5	7	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	160	160	31	75	75																36	90	32	135	39	0							1	8	10	2	85	120	200	1011	1	3	111	40	60	103	25	30	89	120	200	106	40	50
Phôc Ma Phç §é T¨ng Hµi	0	5	7	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	160	160	31	75	75																36	90	32	135	39	0							1	8	10	2	85	120	200	1011	1	3	111	40	60	103	25	30	89	120	200	106	40	50
Phôc Ma Phç §é T¨ng Hµi	0	5	7	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	160	160	31	75	75																36	90	32	135	39	0							1	8	10	2	85	120	200	1011	1	3	111	40	60	103	25	30	89	120	200	106	40	50
Phôc Ma Phç §é T¨ng Hµi	0	5	7	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	160	160	31	75	75																36	90	32	135	39	0							1	8	10	2	85	120	200	1011	1	3	111	40	60	103	25	30	89	120	200	106	40	50
Phôc Ma Phç §é T¨ng Hµi	0	5	7	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	160	160	31	75	75																36	90	32	135	39	0							1	8	10	2	85	120	200	1011	1	3	111	40	60	103	25	30	89	120	200	106	40	50
Phôc Ma Phç §é T¨ng Hµi	0	5	7	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	160	160	31	75	75																36	90	32	135	39	0							1	8	10	2	85	120	200	1011	1	3	111	40	60	103	25	30	89	120	200	106	40	50
Phôc Ma Phç §é T¨ng Hµi	0	5	7	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	160	160	31	75	75																36	90	32	135	39	0							1	8	10	2	85	120	200	1011	1	3	111	40	60	103	25	30	89	120	200	106	40	50
KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa 	0	5	8	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	160	160	31	75	75																36	90	32	135	39	1							1	9	10	1	85	120	120	111	40	40	1035	1	1	102	25	25	98	8	8	1041	1	1
KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa 	0	5	8	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	160	160	31	75	75																36	90	32	135	39	1							1	9	10	1	85	120	200	111	40	60	1035	1	3	102	25	30	98	8	12	1041	1	3
KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa 	0	5	8	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	160	160	31	75	75																36	90	32	135	39	1							1	9	10	1	85	120	200	111	40	60	1035	1	3	102	25	30	98	8	12	1041	1	3
KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa 	0	5	8	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	160	160	31	75	75																36	90	32	135	39	1							1	9	10	1	85	120	200	111	40	60	1035	1	3	102	25	30	98	8	12	1041	1	3
KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa 	0	5	8	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	160	160	31	75	75																36	90	32	135	39	1							1	9	10	1	85	120	200	111	40	60	1035	1	3	102	25	30	98	8	12	1041	1	3
KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa 	0	5	8	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	160	160	31	75	75																36	90	32	135	39	1							1	9	10	1	85	120	200	111	40	60	1035	1	3	102	25	30	98	8	12	1041	1	3
